prefecture_norm,year,population,n_events,H_sum,E_sum,human_burden,econ_burden,H_pref_norm,E_pref_norm,logE_pref_norm,N_norm,risk_pref_raw,risk_score
Akita,1994,1216991.2,1,305.0,360618000.0,0.0002506180817083969,296.31931603120876,0.0001177564491090073,0.0010877148738019338,0.455034215991763,0.0,0.1365926943119052,0.14636514082361177
Akita,1998,1201000.0,1,378.0,5773120000.0,0.0003147377185678601,4806.927560366361,0.000147883967056873,0.017645041419264935,0.677422435723742,0.0,0.2033302494940624,0.21787739637774084
Akita,1999,1196000.0,1,27598.0,9415846000.0,0.0230752508361204,7872.780936454849,0.010842232859809446,0.0288990304022717,0.7168365473897365,0.0,0.22264052721878755,0.23856921692319816
Akita,2003,1167000.0,2,4683.0,491103000.0,0.004012853470437018,420.82519280205656,0.0018854959396873703,0.0015447451337703341,0.48298315794375196,0.2,0.14621479454090675,0.1566756487327743
Akita,2007,1121000.0,1,40.0,673459.9865501008,3.568242640499554e-05,0.6007671601695815,1.6765892550142258e-05,2.2052675625755662e-06,0.03759317384024184,0.0,0.01128968827685765,0.012097402594048743
Akita,2008,1108000.0,1,678.0,243314000.0,0.000611913357400722,219.5974729241877,0.0002875161426449689,0.0008060879754588778,0.4311856946267054,0.0,0.1295569696878631,0.13882604928887277
Akita,2011,1075000.0,1,567280.0,292855483000.0,0.5277023255813954,272423.7051162791,0.24794839870864904,1.0,1.0,0.0,0.4735638790960543,0.5074447370852441
Akita,2012,1063000.0,1,9106.0,215872000.0,0.00856632173095014,203.07808090310442,0.0040250073820919195,0.000745449375693735,0.42496625794315407,0.0,0.13030738255041055,0.139630150012238
Akita,2013,1050000.0,1,19679.0,269310000.0,0.01874190476190476,256.48571428571427,0.00880614893888223,0.0009414955801156806,0.4435407195186992,0.0,0.13922652011282732,0.14918740219124063
Akita,2014,1037000.0,2,5010.0,8062972000.0,0.004831243972999035,7775.2864030858245,0.002270028288308448,0.028541152098959546,0.7158409935874637,0.2,0.21634131787805502,0.23181933423819598
Akita,2015,1023000.0,1,865.0,273962000.0,0.0008455522971652004,267.80254154447704,0.00039729470184833067,0.000983036852208476,0.44697758885236566,0.0,0.13437138294700351,0.1439849070023613
Aomori,1961,1426606.0,1,2020.0,1117152.915610286,0.0014159480613427954,0.7830844084563544,0.0006653032163118816,2.874509059782845e-06,0.046211685703157486,0.0,0.014329217962365562,0.015354393699598219
Aomori,1965,1418594.0,1,1330.0,4037235.784136182,0.000937548022901549,2.845941674740047,0.0004405201942871532,1.044674755277008e-05,0.10763130887150833,0.0,0.032597756797453505,0.034929944739930954
Aomori,1966,1416591.0,1,520.0,442436.7982614994,0.0003670784298361348,0.31232501001453444,0.00017247699027681464,1.1464678152043494e-06,0.021717764931022013,0.0,0.0066360633725003745,0.007110836746601706
Aomori,1968,1420962.6,1,3251.0,1181406000.0,0.002287885691009742,831.4124523755938,0.0010749954396909265,0.0030519093484200305,0.5372964361454841,0.0,0.16194142765142885,0.17352743485133992
Aomori,1972,1435745.2,1,500.0,841018571.4285715,0.0003482512078048389,585.7714665726004,0.0001636307538126322,0.002150222082628876,0.5093548180834541,0.0,0.15292098695270506,0.1638616318608452
Aomori,1980,1512854.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aomori,1982,1524015.2,1,3950.0,445341000.0,0.0025918376667109356,292.21558945081387,0.0012178115729653222,0.0010726511091466398,0.45392367422199087,0.0,0.137029570367673,0.146833272927946
Aomori,1983,1524123.4,1,1097.0,1310187000.0,0.0007197579933488326,859.6331504391312,0.0003381884696300557,0.003155500546739178,0.539960437157193,0.0,0.16222486307589895,0.17383114850180967
Aomori,1987,1516133.0,1,65090.0,94318133250.0,0.042931589774775694,62209.66976511955,0.020172014453308174,0.22835630158750866,0.8819958554416769,0.0,0.2787191667498188,0.2986599707772317
Aomori,1990,1491188.0,1,60400.0,9603335000.0,0.04050461779467109,6440.056518695161,0.019031667354184247,0.023639853646166147,0.7007882931121809,0.0,0.22355865508158324,0.23955303172097436
Aomori,1994,1482949.2,1,305.0,360618000.0,0.0002056712394463681,243.1762328743291,9.663753978147716e-05,0.0008926397677857503,0.43929992757922876,0.0,0.13185762455161565,0.14129130319440555
Aomori,1998,1478000.0,1,378.0,5773120000.0,0.0002557510148849797,3906.035182679296,0.00012016823033511806,0.014338088460444647,0.6608435015786217,0.0,0.1983371682348211,0.21252708796385306
Aomori,1999,1475000.0,1,27598.0,9415846000.0,0.01871050847457627,6383.624406779661,0.008791396949377694,0.023432705329570813,0.7000851499827653,0.0,0.21617952285939399,0.23164596368708285
Aomori,2003,1462000.0,2,4683.0,491103000.0,0.003203146374829001,335.9117647058824,0.0015050436125958694,0.0012330489542475922,0.4650232848462939,0.2,0.14056051598270528,0.15061683803578846
Aomori,2008,1392000.0,1,480.0,160267000.0,0.0003448275862068965,115.13433908045977,0.00016202211679921955,0.00042262966444611265,0.3799203323550095,0.0,0.1140895151882623,0.12225198456731935
Aomori,2011,1363000.0,1,567280.0,292855483000.0,0.4161995597945708,214860.95597945707,0.19555724769757718,0.7887013939838591,0.9810336173914924,0.0,0.4312001586057518,0.46205012834272635
Aomori,2012,1350000.0,1,9106.0,215872000.0,0.006745185185185185,159.9051851851852,0.0031693206275286746,0.0005869723602684744,0.4059742357187921,0.0,0.1240107951549077,0.1328830768580435
Aomori,2013,1335000.0,1,19679.0,269310000.0,0.014740823970037453,201.73033707865167,0.006926184558671417,0.0007405021416640185,0.4244368212087259,0.0,0.13217937555368775,0.1416360736886524
Aomori,2014,1321000.0,2,5010.0,8062972000.0,0.0037925813777441334,6103.688115064345,0.0017819979825706746,0.02240512848343758,0.6965026311742534,0.2,0.21019818794007547,0.22523669756791428
Aomori,2015,1308000.0,1,865.0,273962000.0,0.0006613149847094802,209.45107033639144,0.0003107281957116531,0.0007688430426676382,0.4274233272354869,0.0,0.12844450790764422,0.13763399706424345
Chiba,1961,2306010.0,1,2020.0,1117152.915610286,0.0008759719168607248,0.48445276282855926,0.0004115877902566894,1.7783061963046845e-06,0.031565520107051985,0.0,0.009757767485295277,0.010455881402032085
Chiba,1965,2622618.0,1,1330.0,4037235.784136182,0.0005071268480579329,1.539391472237353,0.0002382807196833812,5.650725114322529e-06,0.07446390105691841,0.0,0.02250596682085389,0.024116143397712494
Chiba,1966,2701770.0,1,520.0,442436.7982614994,0.00019246642016159776,0.16375812828682657,9.043306874131518e-05,6.011155608390592e-07,0.012117707534363153,0.0,0.0036986154084278663,0.003963230741102249
Chiba,1972,3523128.6,1,500.0,841018571.4285715,0.00014191931569003754,238.71356027951163,6.668279703411007e-05,0.0008762584011461892,0.43782606856995754,0.0,0.13139449852891114,0.14079504308420202
Chiba,1980,4618168.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chiba,1982,4817971.8,1,3950.0,445341000.0,0.0008198470568051063,92.4332931961121,0.0003852167312260026,0.000339299743231444,0.3625413604135342,0.0,0.10903205983591846,0.11683269645250531
Chiba,1983,4900519.6,1,1097.0,1310187000.0,0.00022385381337929964,267.35675131265674,0.0001051808792221456,0.0009814004665950064,0.446844964701293,0.0,0.1341271160258434,0.14372316414346056
Chiba,1987,5229616.2,2,87762.0,168439449107.53424,0.016781728647696937,32208.759240789837,0.00788513247724489,0.11823038390525567,0.8293989034961037,0.2,0.2543392637829025,0.2725358215392759
Chiba,1990,5473975.8,2,148178.0,9634546000.0,0.027069538743667812,1760.0636816845263,0.012719005507279882,0.006460758181573352,0.5971716401504835,0.2,0.18805479590024096,0.20150906915740757
Chiba,1991,5555429.0,1,180.0,6199620.601360743,3.240073808881366e-05,1.1159571297483495,1.5223944895919398e-05,4.096402437783539e-06,0.059888151361590335,0.0,0.017977102169904245,0.019263263704940026
Chiba,1992,5609143.2,1,348.0,119859331.6263077,6.204156099990458e-05,21.368563317532647,2.9151104623924093e-05,7.84387074847685e-05,0.24831221433101344,0.0,0.07451407007254078,0.07984513677286278
Chiba,1994,5716571.6,1,305.0,360618000.0,5.335365693661565e-05,63.08291494153594,2.5068970063964514e-05,0.00023156176851280307,0.3324122027937372,0.0,0.09974120911716593,0.10687713711112372
Chiba,1998,5887000.0,1,378.0,5773120000.0,6.420927467300832e-05,980.6556820112112,3.0169635541923642e-05,0.0035997443085675537,0.5504735048360616,0.0,0.16516317019569782,0.17697967513084256
Chiba,1999,5920000.0,1,27598.0,9415846000.0,0.0046618243243243245,1590.514527027027,0.002190424071002044,0.0058383851961346205,0.5890828710953312,0.0,0.1782581581783008,0.19101153656979022
Chiba,2000,5944000.0,1,12100.0,637579000.0,0.0020356662180349935,107.2643001345895,0.0009564865542538047,0.00039374069921266835,0.3743133410270304,0.0,0.11296354289608677,0.12104545522885098
Chiba,2001,5968000.0,1,350.0,50509498.99125756,5.8646112600536196e-05,8.463387900679887,2.7555705186194347e-05,3.106700240005709e-05,0.17957725448381615,0.0,0.05389246533877518,0.05774817107443163
Chiba,2003,6024000.0,1,2380.0,93787000.0,0.0003950863213811421,15.568891102257636,0.00018563689411490926,5.714954612930009e-05,0.22433084607075532,0.0,0.06742919964710703,0.0722533833283649
Chiba,2007,6098000.0,1,3620.0,0.0,0.0005936372581174155,0.0,0.0002789288589960982,0.0,0.0,0.0,0.00019525020129726873,0.00020921926573508174
Chiba,2010,6216000.0,1,16700.0,0.0,0.0026866151866151867,0.0,0.0012623441307249362,0.0,0.0,0.0,0.0008836408915074553,0.0009468604757708332
Chiba,2011,6214000.0,2,589640.0,292855483000.0,0.09488896041197296,47128.3364982298,0.0445849196577931,0.17299645960733825,0.8598122154569872,0.2,0.28915310839755126,0.3098404028370056
Chiba,2012,6195000.0,1,9106.0,215872000.0,0.0014698950766747377,34.846166263115414,0.0006906509842072173,0.00012791165235874743,0.2859930488584379,0.0,0.08628137034647641,0.09245432184227391
Chiba,2013,6192000.0,1,19679.0,269310000.0,0.0031781330749354004,43.49321705426357,0.0014932907599848743,0.00015965283577543034,0.3032601762344198,0.0,0.09202335640231535,0.09860711501985772
Chiba,2014,6197000.0,2,20440.0,7817836000.0,0.0032983701791189286,1261.5517185735032,0.0015497858633839825,0.0046308441405091124,0.5705811472206647,0.2,0.17225919427056818,0.1845833802062729
Chiba,2015,6223000.0,2,4115.0,273962000.0,0.0006612566286357062,44.024104129840914,0.0003107007762853104,0.00016160159084192043,0.3042079293692853,0.2,0.09147986935418531,0.09802474450043801
Chiba,2016,6236000.0,1,3723.0,130700000.0,0.0005970173187940988,20.958948043617703,0.0002805170282947617,7.693511118891713e-05,0.24683545332147835,0.0,0.07424699791624984,0.0795589570912736
Ehime,1965,1457244.6,1,1330.0,4037235.784136182,0.0009126813714046358,2.770458565525775,0.00042883624649876203,1.0169667739976063e-05,0.10604747617255476,0.0,0.03211442822431556,0.03441203669933054
Ehime,1968,1435080.0,1,220.0,121670.11952191236,0.00015330155810129053,0.08478281316854278,7.203090456134995e-05,3.112167244489784e-07,0.006502519411277219,0.0,0.0020011774565761105,0.0021443505578414433
Ehime,1984,1520644.6,1,9.0,29449578.08219178,5.918542702219835e-06,19.366509493534373,2.7809109692426692e-06,7.108966338031463e-05,0.24082010015902114,0.0,0.07224797668538481,0.07741691702508355
Ehime,1987,1526991.4,1,65090.0,94318133250.0,0.04262630424768601,61767.29826376233,0.02002857173205919,0.22673246528747595,0.8814256438658267,0.0,0.27844769337218944,0.29836907499143045
Ehime,2001,1491000.0,3,18559.0,2308255771.464275,0.012447350771294434,1548.1259365957578,0.0058485637494718155,0.0056827871713108396,0.5869258609442758,0.4,0.180171752907913,0.19306203834435404
Ehime,2003,1483000.0,1,2380.0,93787000.0,0.001604855023600809,63.241402562373565,0.0007540638234310273,0.0002321435373451812,0.3326095730324662,0.0,0.10031071658614157,0.10748738966757727
Ehime,2004,1477000.0,5,285639.0,9327865937.45797,0.19339133378469872,6315.413634027062,0.09086765248422181,0.023182320464114687,0.6992269016054279,0.8,0.2733754272205836,0.2929339164471574
Ehime,2007,1452000.0,2,13640.0,376360251.0344062,0.009393939393939394,259.20127481708414,0.004413875242499951,0.0009514637307588516,0.44437900372507433,0.2,0.13640341378727228,0.14616231833165766
Ehime,2010,1431000.0,1,16700.0,0.0,0.0116701607267645,0.0,0.005483390018578759,0.0,0.0,0.0,0.003838373013005131,0.004112987223893431
Ehime,2011,1423000.0,4,24883.0,3514265000.0,0.017486296556570625,2469.6170063246664,0.008216183670915983,0.009065352830696417,0.6242229185195052,0.6,0.19301820412549275,0.20682758159699077
Ehime,2013,1405000.0,1,57380.0,0.0,0.04083985765124555,0.0,0.01918918454065746,0.0,0.0,0.0,0.013432429178460221,0.014393444672956899
Ehime,2014,1395000.0,3,39856.0,471720000.0,0.028570609318996416,338.1505376344086,0.013424304740311194,0.0012412669355997314,0.4655524850185817,0.4,0.14906275882379233,0.15972736899808598
Ehime,2015,1385000.0,1,865.0,273962000.0,0.0006245487364620938,197.80649819494585,0.00029345305414501247,0.0007260987002233001,0.4228751318100607,0.0,0.12706795668091972,0.1361589612640829
Ehime,2017,1364000.0,1,21676.0,639869000.0,0.01589149560117302,469.11217008797655,0.007466843893581863,0.0017219946769600853,0.491643111193445,0.0,0.1527197240835408,0.16364596975434537
Fukui,1961,752696.0,1,2020.0,1117152.915610286,0.002683686375375982,1.4842020093241972,0.0012609679873545605,5.448138254674617e-06,0.07270818526580555,0.0,0.022695133170889857,0.02431884354651313
Fukui,1965,750984.8,1,1330.0,4037235.784136182,0.0017710078819171838,5.375922101400963,0.0008321330930993408,1.973367956032442e-05,0.1480232780488707,0.0,0.044989476579830746,0.048208223055847446
Fukui,1966,750557.0,1,520.0,442436.7982614994,0.0006928187999046041,0.5894779453945528,0.00032553070870463283,2.1638276490768117e-06,0.03702766869595837,0.0,0.011336172104880752,0.012147212081070691
Fukui,1972,750103.8,1,500.0,841018571.4285715,0.0006665744127679396,1121.2029207538628,0.0003131994123464891,0.004115658438296689,0.5611652388928742,0.0,0.16856881125650477,0.18062897084150079
Fukui,1980,790203.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fukui,1982,799009.8,1,3950.0,445341000.0,0.004943618964373153,557.3661299273175,0.002322829266843861,0.0020459531217718956,0.5053899711367519,0.0,0.15324297182781624,0.16420665296044445
Fukui,1983,803665.6,1,1097.0,1310187000.0,0.0013649955902056777,1630.2638808977267,0.0006413624773454994,0.005984295236722804,0.5910540076625724,0.0,0.1777651560329136,0.190483262866724
Fukui,1987,818823.4,1,65090.0,94318133250.0,0.07949211026455766,115187.39358205933,0.037350491924311745,0.42282441439115476,0.9312197213964184,0.0,0.3055112607659437,0.3273688898990342
Fukui,1990,822394.6,1,60400.0,9603335000.0,0.07344406201110756,11677.283630023836,0.03450873094078111,0.042864418223221804,0.7483338661118265,0.0,0.24865627149209474,0.26644624280203977
Fukui,1994,826834.0,1,305.0,360618000.0,0.00036887694506998985,436.143167794261,0.00017332204808814068,0.0016009736289582482,0.4858332920521108,0.0,0.14587131304929493,0.15630759305349126
Fukui,1998,830000.0,1,378.0,5773120000.0,0.00045542168674698796,6955.566265060241,0.0002139863185967524,0.025532162342815887,0.7069403262242131,0.0,0.21223188829028164,0.2274158978512856
Fukui,1999,831000.0,1,27598.0,9415846000.0,0.033210589651022866,11330.741275571601,0.01560446510268604,0.04159234700495422,0.7459269157481839,0.0,0.2347012002963354,0.25149276398635156
Fukui,2003,827000.0,1,2380.0,93787000.0,0.002877871825876663,113.40628778718259,0.0013522087668055786,0.00041628641581971436,0.3787224549966628,0.0,0.11456328263576274,0.12275964743699452
Fukui,2007,816000.0,1,3620.0,0.0,0.004436274509803922,0.0,0.0020844463016644697,0.0,0.0,0.0,0.0014591124111651287,0.001563503777515354
Fukui,2010,806000.0,1,16700.0,0.0,0.020719602977667492,0.0,0.00973539840767519,0.0,0.0,0.0,0.0068147788853726325,0.0073023383590465245
Fukui,2011,803000.0,1,22360.0,0.0,0.02784557907845579,0.0,0.01308363903079526,0.0,0.0,0.0,0.009158547321556682,0.009813790372993037
Fukui,2012,799000.0,1,9106.0,215872000.0,0.01139674593241552,270.1777221526909,0.005354922211719288,0.0009917555523935426,0.447680526196106,0.0,0.1380526034070353,0.14792949828339255
Fukui,2013,795000.0,1,19679.0,269310000.0,0.024753459119496855,338.75471698113205,0.011630762749467095,0.0012434847284546724,0.465694702139564,0.0,0.14784994456649617,0.15842778463556736
Fukui,2014,790000.0,2,20440.0,7817836000.0,0.025873417721518986,9895.994936708861,0.012156991133405745,0.03632574827687971,0.7351098714327624,0.2,0.22904285522321274,0.2454295958379508
Fukui,2015,787000.0,1,865.0,273962000.0,0.0010991105463786532,348.10927573062264,0.0005164326302297869,0.0012778229984870024,0.4678649612248525,0.0,0.14072099120861659,0.15078879437033132
Fukuoka,1968,3989733.0,1,220.0,121670.11952191236,5.514153453376454e-05,0.030495804987930863,2.5909029631281612e-05,1.1194255277790267e-07,0.0024003011066253814,0.0,0.0007382266527295115,0.0007910426581070886
Fukuoka,1969,4002294.0,1,720.0,398193.1184353495,0.0001798968291684719,0.09949122139336827,8.452706869529587e-05,3.652076508940449e-07,0.00757863811276257,0.0,0.002332760381915478,0.0024996563947054552
Fukuoka,1971,4027416.0,1,1350.0,2270750142.857143,0.000335202521914796,563.8230922400722,0.0001574996442555089,0.0020696550324040804,0.5063086742143129,0.0,0.15200285201527275,0.16287780948228153
Fukuoka,1982,4586620.6,1,5120.0,58512000.0,0.0011162902813457037,12.75710487150387,0.0005245047716034791,4.6828174758355674e-05,0.20947109761417823,0.0,0.06320848262437591,0.06773069751035177
Fukuoka,1985,4686099.4,1,500.0,290165000.0,0.00010669854762363768,61.92036814242565,5.0133821181613935e-05,0.0002272943469291561,0.3309493430460106,0.0,0.0993198965886303,0.10642568201771252
Fukuoka,1990,4792691.8,1,858.0,4081417000.0,0.00017902256932106504,851.5917923201321,8.411628534507854e-05,0.003125982711220544,0.5392103473445519,0.0,0.16182198560310712,0.1733994473897049
Fukuoka,1991,4811050.0,2,91898.0,23044416000.0,0.019101443551823406,4789.893266542646,0.008975083322742971,0.01758251274241413,0.6771388386354403,0.2,0.2094242099165522,0.2244073457275539
Fukuoka,1992,4839240.0,1,196.0,29620409.53983466,4.050222762251924e-05,6.120880456401141,1.903054429800473e-05,2.2468237313594115e-05,0.15685281185553804,0.0,0.047069164937670015,0.05043670153266332
Fukuoka,1996,4952000.0,1,5798.0,1976301278.367108,0.0011708400646203553,399.0915344036971,0.0005501357585390625,0.001464966252600346,0.47875645883133583,0.0,0.14401203268037807,0.15431529152962145
Fukuoka,1997,4970000.0,1,67040.0,23076365571.73165,0.013488933601609658,4643.131905781016,0.00633796616894106,0.01704378810867131,0.6746528521698446,0.0,0.20683243196921214,0.22163014050324129
Fukuoka,1999,5000000.0,2,52187.0,9617345000.0,0.0104374,1923.469,0.004904159961452505,0.007060578664323659,0.6042616330439069,0.2,0.18471140188618881,0.1979264739230085
Fukuoka,2001,5032000.0,1,148.0,5193771.464274805,2.9411764705882354e-05,1.0321485421849772,1.381953349169814e-05,3.7887618544224098e-06,0.05665896672997156,0.0,0.017007363692435655,0.018224145840461427
Fukuoka,2003,5051000.0,1,1044.0,11937000.0,0.0002066917442090675,2.363294397149079,9.711703837286025e-05,8.675068845937436e-06,0.09691646640620831,0.0,0.029142921848723493,0.031227935592658938
Fukuoka,2004,5058000.0,1,41310.0,14946794000.0,0.008167259786476868,2955.0798734677737,0.00383750248525696,0.01084736686995154,0.6385572708191535,0.0,0.1942534329854259,0.20815118420212472
Fukuoka,2005,5056000.0,3,274900.0,2407300419.5238237,0.05437104430379747,476.12745639316137,0.025547003902987704,0.0017477460567902308,0.4928266664682381,0.4,0.16573090267256282,0.17758802570438595
Fukuoka,2006,5054000.0,1,12548.0,3890153000.0,0.002482785912148793,769.7176493866244,0.001166572064232323,0.0028254429953446397,0.5311434007655508,0.0,0.16015962067462786,0.17161814950929627
Fukuoka,2007,5056000.0,2,13640.0,376360251.0344062,0.002697784810126582,74.43834079003287,0.0012675923362559195,0.0002732447264758411,0.34544746617999533,0.2,0.10452155448937774,0.1119994895701183
Fukuoka,2009,5053000.0,1,280.0,21042626.86567164,5.5412626162675635e-05,4.164382914243348,2.6036405866013513e-05,1.5286419045162965e-05,0.13118419505425452,0.0,0.03937348400038256,0.042190437486157216
Fukuoka,2010,5072000.0,1,16700.0,0.0,0.0032925867507886436,0.0,0.0015470684378127374,0.0,0.0,0.0,0.001082947906468916,0.0011604267975929613
Fukuoka,2011,5079000.0,1,22360.0,0.0,0.004402441425477456,0.0,0.0020685493486372504,0.0,0.0,0.0,0.0014479845440460752,0.0015515797734816715
Fukuoka,2013,5090000.0,1,57380.0,0.0,0.011273084479371316,0.0,0.005296818129592089,0.0,0.0,0.0,0.003707772690714462,0.003973043175934075
Fukuoka,2014,5091000.0,2,18558.0,132506000.0,0.0036452563347083087,26.02749950893734,0.0017127752281130934,9.554050921460002e-05,0.26342979493254887,0.2,0.08022788113944382,0.08596773919797566
Fukuoka,2016,5104000.0,1,298922.0,26139958000.0,0.058566222570532914,5121.465125391849,0.027518167726054723,0.018799630976334622,0.6824858849582758,0.0,0.22400848289572103,0.24003504220985392
