prefecture_norm,year,population,n_events,H_sum,E_sum,human_burden,econ_burden,H_pref_norm,E_pref_norm,logE_pref_norm,N_norm,risk_pref_raw,risk_year_norm,risk_cum_raw,risk_cum_norm,risk_final,half_life_years,decay_alpha,blend_prev_weight
Hiroshima,1972,2478172.8,1,500.0,841018571.4285715,0.0002017615559334684,339.37043108074283,9.48005197050296e-05,0.0012457448625327549,0.46583937445984747,0.0,0.13981817270174773,0.14982138422763158,0.03382129577765624,0.1128169719491919,0.13131917808841173,3,0.2062994740159002,0.5
Hiroshima,1980,2720593.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02684398024818957,0.08943761378015491,0.044718806890077456,3,0.2062994740159002,0.5
Hiroshima,1982,2755168.8,1,3950.0,445341000.0,0.001433668964311733,161.63837221153202,0.0006736296331226821,0.0005933344608999413,0.4068303108680107,0.0,0.12252063400358908,0.13128630297594562,0.04658202359352989,0.15557519677720213,0.1434307498765739,3,0.2062994740159002,0.5
Hiroshima,1983,2771176.6,1,1097.0,1310187000.0,0.00039586073294643146,472.7908715741898,0.000186000762338047,0.0017354982796830682,0.4922659338804408,0.0,0.14780998069776888,0.1583849615746153,0.0674652978998385,0.22555018181084532,0.19196757169273032,3,0.2062994740159002,0.5
Hiroshima,1987,2825329.4,1,65090.0,94318133250.0,0.023038021690497398,33383.05729944268,0.010824740219366098,0.12254094145439264,0.8322601607632115,0.0,0.2572553663825197,0.2756605550383784,0.10661888920125731,0.35674474091801117,0.31620264797819475,3,0.2062994740159002,0.5
Hiroshima,1990,2843717.6,1,60400.0,9603335000.0,0.021239802433265526,3377.0353990143044,0.009979821476841195,0.012396261175483531,0.6492187986581622,0.0,0.2017515146312375,0.21618571182839835,0.12624469978921388,0.42250625810262776,0.31934598496551303,3,0.2062994740159002,0.5
Hiroshima,1991,2849847.0,1,91788.0,23032900000.0,0.03220804485293421,8082.153182258557,0.015133405254606165,0.029667584099587946,0.7189335049801432,0.0,0.22627343517226728,0.2424620392069148,0.14688057528521348,0.4916522673830058,0.3670571532949603,3,0.2062994740159002,0.5
Hiroshima,1994,2869138.8,1,305.0,360618000.0,0.00010630367551406018,125.68858641485035,4.9948284937943645e-05,0.00046137169436559304,0.3868706772375424,0.0,0.11609616697071928,0.12440220110856866,0.14052976804204262,0.47037219246399825,0.29738719678628345,3,0.2062994740159002,0.5
Hiroshima,1998,2884000.0,2,541.0,6418747000.0,0.0001875866851595007,2225.640429958391,8.814025625738404e-05,0.008169775200026801,0.6159150457921684,0.2,0.18483621191703067,0.19806021341641547,0.14967016410896766,0.5009995293750226,0.349529871395719,3,0.2062994740159002,0.5
Hiroshima,1999,2883000.0,2,52187.0,9617345000.0,0.018101630246271247,3335.88102670829,0.008505306905051172,0.01224519365994391,0.6482393630910646,0.2,0.20042552376085518,0.21476485369647544,0.1601409681086399,0.5360847531967455,0.3754248034466105,3,0.2062994740159002,0.5
Hiroshima,2001,2879000.0,1,11281.0,885793000.0,0.003918374435567905,307.673845085099,0.0018411036293417115,0.0011293945398539163,0.4580288744426382,0.0,0.13869743487333064,0.14862046384964972,0.15571717848115313,0.5212616651869376,0.33494106451829364,3,0.2062994740159002,0.5
Hiroshima,2003,2878000.0,1,2380.0,93787000.0,0.0008269631688672689,32.587560806115356,0.0003885603370911096,0.00011962087070288524,0.2807928708724963,0.0,0.08450985349771267,0.0905560628296167,0.1410271447909901,0.4720387860284551,0.28129742442903594,3,0.2062994740159002,0.5
Hiroshima,2005,2876500.0,1,3810.0,53007000.0,0.0013245263340865635,18.427602989744482,0.0006223474251745444,6.76431699725947e-05,0.23704890337891762,0.0,0.07155031421129747,0.07666934068667434,0.1266941111861077,0.42401213095141255,0.2503407358190434,3,0.2062994740159002,0.5
Hiroshima,2006,2875000.0,1,12548.0,3890153000.0,0.0043645217391304345,1353.0966956521738,0.00205073224787136,0.004966883095120629,0.5761743619844827,0.0,0.17428782116885477,0.18675714406049687,0.13651266852201374,0.4569118282189258,0.32183448613971133,3,0.2062994740159002,0.5
Hiroshima,2007,2873000.0,1,3620.0,0.0,0.0012600069613644274,0.0,0.0005920320856798493,0.0,0.0,0.0,0.0004144224599758945,0.0004440720788209289,0.10843567194492877,0.36283235646302114,0.18163821427092103,3,0.2062994740159002,0.5
Hiroshima,2010,2861000.0,2,16800.0,404355.47644956456,0.005872072701852499,0.14133361637524103,0.0027590763825438578,5.188007273996782e-07,0.010563018457093868,0.2,0.005100259004908861,0.005465154130320978,0.08711763060818682,0.2914005684395085,0.14843286128491476,3,0.2062994740159002,0.5
Hiroshima,2011,2855000.0,1,22360.0,0.0,0.007831873905429072,0.0,0.003679916687120348,0.0,0.0,0.0,0.0025759416809842434,0.0027602359613006686,0.06967672465008908,0.23296015744407422,0.11786019670268745,3,0.2062994740159002,0.5
Hiroshima,2012,2848000.0,1,9106.0,215872000.0,0.003197331460674157,75.79775280898876,0.001502311392964786,0.00027823479155984564,0.34687451910619294,0.0,0.10511397370693322,0.11263429308315336,0.07698741049108648,0.25745656182999577,0.18504542745657457,3,0.2062994740159002,0.5
Hiroshima,2013,2840000.0,1,19679.0,269310000.0,0.0069292253521126765,94.8274647887324,0.003255794502051529,0.0003480881546202341,0.36456304280670343,0.0,0.1116479689934471,0.11963575934069438,0.08413786547922082,0.2814160699722265,0.20052591465646044,3,0.2062994740159002,0.5
Hiroshima,2014,2833000.0,3,21327.0,7868188000.0,0.0075280621249558775,2777.3342746205435,0.0035371664265560084,0.010194906766410394,0.6336022668433743,0.4,0.1925566965516015,0.20633305572659894,0.1065046133028717,0.35636182901626867,0.28134744237143383,3,0.2062994740159002,0.5
Hiroshima,2015,2844000.0,1,865.0,273962000.0,0.00030414908579465543,96.32981715893108,0.0001429087482386928,0.00035360291835769014,0.365806023953874,0.0,0.1098418433099293,0.11770041542391373,0.10719308209799777,0.35866872749054307,0.2381845714572284,3,0.2062994740159002,0.5
Hiroshima,2016,2837000.0,1,690.0,0.0,0.00024321466337680648,0.0,0.00011427784833106745,0.0,0.0,0.0,7.999449383174722e-05,8.571765432828671e-05,0.08509570846503929,0.2846255785777319,0.1423556481160301,3,0.2062994740159002,0.5
Hiroshima,2017,2829000.0,1,3314.0,895817000.0,0.0011714386709084483,316.655001767409,0.0005504170221670483,0.0011623621433099979,0.4603205582182991,0.0,0.13848145938100664,0.14838903651374646,0.09610916079894721,0.32152909049497663,0.23495906350436155,3,0.2062994740159002,0.5
Hiroshima,2018,2817000.0,1,1502562.0,11867643000.0,0.5333908413205538,4212.865814696485,0.250621228257011,0.015464387773811022,0.6668843278676406,0.0,0.3755001581401999,0.40236510307044004,0.15374737659522542,0.5146613181596807,0.4585132106150604,3,0.2062994740159002,0.5
Hokkaido,1968,5176794.8,1,3251.0,1181406000.0,0.0006279947584555602,228.21186576682547,0.0002950722163009749,0.0008377092796290154,0.43424656101020737,0.0,0.1304805188544729,0.13981567325455652,0.026918062408999507,0.08968584583504724,0.11475075954480188,3,0.2062994740159002,0.5
Hokkaido,1977,5385762.6,1,10030.0,113865000.0,0.0018623175109872092,21.141852780514316,0.0008750362133189643,7.7606509211415e-05,0.24749824344784033,0.0,0.07486199838367538,0.08021795741683846,0.036808871182827135,0.12282764083173205,0.10152279912428525,3,0.2062994740159002,0.5
Hokkaido,1981,5575989.0,1,62570.0,90676562500.0,0.011221327732174508,16261.96940130262,0.005272499490147629,0.05969366503682745,0.7747946395873267,0.0,0.23612914151930137,0.2530228664507631,0.0779285381139488,0.26061006115000634,0.2568164638003847,3,0.2062994740159002,0.5
Hokkaido,1982,5596679.0,1,2200.0,3251000.0,0.0003930902594199167,0.5808801969882497,0.00018469901618067087,2.1322674425131675e-06,0.03659428503461933,0.0,0.011107574821712268,0.011902259935486327,0.06414340853352463,0.21441930476150198,0.11316078234849415,3,0.2062994740159002,0.5
Hokkaido,1983,5617369.0,1,1097.0,1310187000.0,0.000195287153113851,233.23854993325168,9.175843000047838e-05,0.0008561609931620967,0.43597992758063225,0.0,0.13085820917519,0.1402203852141379,0.07790663681497584,0.260536675001581,0.20037853010785944,3,0.2062994740159002,0.5
Hokkaido,1985,5658749.0,1,500.0,290165000.0,8.835875208460386e-05,51.27723459725816,4.151660894640642e-05,0.00018822603772814634,0.31614253542866194,0.0,0.09487182225486106,0.10165937273934517,0.08140654564780636,0.27226405379305946,0.1869617132662023,3,0.2062994740159002,0.5
Hokkaido,1988,5665122.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06461241809921253,0.2159908465062624,0.1079954232531312,3,0.2062994740159002,0.5
Hokkaido,1993,5665788.2,2,20287.0,2948875000.0,0.0035806139029341054,520.4703910393262,0.0016824020675828874,0.0019105179955509852,0.49992758554598815,0.2,0.15115595711110444,0.1619703239645836,0.08246630467684038,0.275815059306286,0.21889269163543482,3,0.2062994740159002,0.5
Hokkaido,1994,5676858.8,1,1550.0,506475709.3237439,0.00027303832182685257,89.21759852891601,0.0001282909159221103,0.00032749572395263885,0.3597428867979527,0.0,0.10801266968053129,0.11574037460909292,0.08773650634012001,0.2934742767787524,0.20460732569392265,3,0.2062994740159002,0.5
Hokkaido,1998,5700000.0,1,378.0,5773120000.0,6.631578947368421e-05,1012.8280701754386,3.1159411304439384e-05,0.0037178411832521382,0.553050228232377,0.0,0.16593688005762622,0.17780873962413954,0.10386920230588836,0.3475311809882581,0.2626699603061988,3,0.2062994740159002,0.5
Hokkaido,2000,5687000.0,1,12400.0,141192600.0,0.0021804114647441535,24.8272551433093,0.0010244971549322904,9.113470919394566e-05,0.2598002235261289,0.0,0.07865721506629127,0.08428470071526667,0.0986679825994639,0.3301031059759122,0.20719390334558943,3,0.2062994740159002,0.5
Hokkaido,2003,5659000.0,2,3173.0,1053824000.0,0.0005606997702774342,186.2208870825234,0.0002634527146406395,0.0006835707891243841,0.41807750634130375,0.2,0.12560766880263957,0.13459419792132732,0.10422562569333244,0.348725472689656,0.24165983530549165,3,0.2062994740159002,0.5
Hokkaido,2004,5644000.0,1,62583.0,46501138000.0,0.011088412473423103,8239.039333805811,0.005210047376571956,0.030243474334544888,0.7204694934059259,0.0,0.21978788118537815,0.23551247995418814,0.12806605821743253,0.428609205700122,0.3320608428271551,3,0.2062994740159002,0.5
Hokkaido,2006,5601000.0,1,297.0,34851554.30396772,5.30262453133369e-05,6.222380700583417,2.4915131083586468e-05,2.2840819589938063e-05,0.15798370479695237,0.0,0.04741255203084422,0.050804656059826286,0.1114272823136012,0.3728565455678449,0.2118306008138356,3,0.2062994740159002,0.5
Hokkaido,2007,5570000.0,1,1022.0,1512903000.0,0.00018348294434470378,271.61633752244165,8.621205561391867e-05,0.00099703635337647,0.448103298289784,0.0,0.13449133792586493,0.1441134440918593,0.11618538485508467,0.3887998382357129,0.2664566411637861,3,0.2062994740159002,0.5
Hokkaido,2011,5486000.0,1,567280.0,292855483000.0,0.10340503098796938,53382.3337586584,0.04858631582424311,0.1959533357637623,0.8697684090129173,0.0,0.29494094378084534,0.31604232560606166,0.15306256263888735,0.5123666661983689,0.4142044959022153,3,0.2062994740159002,0.5
Hokkaido,2012,5460000.0,1,9106.0,215872000.0,0.0016677655677655677,39.53699633699634,0.0007836232320812657,0.0001451305286378096,0.29581943869860505,0.0,0.0892943678720384,0.09568288255960677,0.13990721759954294,0.4682861710260936,0.2819845267928502,3,0.2062994740159002,0.5
Hokkaido,2013,5431000.0,3,78301.0,288431000.0,0.014417418523292211,53.108267354078436,0.006774227936979839,0.0001949473058205788,0.31889328857620036,0.4,0.10040994612874599,0.10759371853128644,0.1317589512700543,0.440983229634194,0.2742884740827402,3,0.2062994740159002,0.5
Hokkaido,2014,5400000.0,2,846.0,207296617.45332548,0.00015666666666666666,38.38826249135657,7.361204839911208e-05,0.00014091381098781856,0.29352244218802187,0.2,0.08810826109028592,0.09441191644375713,0.12275383684553706,0.41080918997742044,0.2526105532105888,3,0.2062994740159002,0.5
Hokkaido,2016,5352000.0,2,3723.0,130700000.0,0.0006956278026905829,24.420777279521673,0.0003268505583793225,8.964262955420165e-05,0.25853267710443506,0.2,0.07778859852219604,0.08335393949528584,0.1134775318304322,0.37972645385670667,0.23154019667599626,3,0.2062994740159002,0.5
Hokkaido,2017,5320000.0,1,18890.0,1279738000.0,0.0035507518796992483,240.55225563909775,0.0016683709737552721,0.0008830077967569761,0.4384366195614076,0.0,0.13269884555005096,0.14219270887001664,0.11744287874068415,0.39301340716815464,0.2676030580190856,3,0.2062994740159002,0.5
Hokkaido,2018,5286000.0,1,20070.0,4684596000.0,0.003796821793416572,886.2270147559591,0.0017839904018284102,0.0032531200409952918,0.542392099913145,0.0,0.16396642325522337,0.17569730761217578,0.1270406615033889,0.42517334029576476,0.30043532395397027,3,0.2062994740159002,0.5
Hyogo,1961,3906487.0,1,2020.0,1117152.915610286,0.0005170886271988105,0.28597379579409477,0.00024296140245950597,1.049739029399193e-06,0.020096994551957043,0.0,0.006199171347308767,0.006642687530320311,0.001278885788284238,0.0037749405816739,0.005208814055997105,3,0.2062994740159002,0.5
Hyogo,1965,4229252.6,1,1330.0,4037235.784136182,0.0003144763687087407,0.9545979315910765,0.00014776116813041386,3.504092755744673e-06,0.05354999730298431,0.0,0.016168432008586583,0.01732519326714465,0.004350591341868047,0.014067509983726615,0.01569635162543563,3,0.2062994740159002,0.5
Hyogo,1966,4309944.0,1,520.0,442436.7982614994,0.00012065121959821287,0.1026548832795738,5.668968138175881e-05,3.7682067071130037e-07,0.007808220884329282,0.0,0.0023821490422660154,0.002552578538629121,0.003944502730829498,0.012706801693304398,0.00762969011596676,3,0.2062994740159002,0.5
Hyogo,1968,4453137.6,1,1020.0,564106.9177834118,0.0002290519834823878,0.1266762827592419,0.00010762331294054141,4.6499728320328233e-07,0.009530230568762139,0.0,0.0029344054896870207,0.003144345859017045,0.0037361202012768935,0.012008560403512438,0.007576453131264742,3,0.2062994740159002,0.5
Hyogo,1972,4732770.4,1,500.0,841018571.4285715,0.00010564636729472444,177.7011137976546,4.9639439377593374e-05,0.0006522968099336515,0.41435604874986687,0.0,0.12434156223252438,0.13323750847782417,0.02861695945577839,0.09537845388483666,0.11430798118133043,3,0.2062994740159002,0.5
Hyogo,1980,5114341.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02271329577211697,0.07559665282009295,0.037798326410046476,3,0.2062994740159002,0.5
Hyogo,1982,5171523.6,1,3950.0,445341000.0,0.0007637981193782041,86.11408057772375,0.00035888134551586697,0.00031610347763594043,0.35694579097677936,0.0,0.1073349542348949,0.11501417239792341,0.04017069940334121,0.13409234367313883,0.12455325803553112,3,0.2062994740159002,0.5
Hyogo,1983,5198155.2,1,1097.0,1310187000.0,0.00021103640768555735,252.04845749892192,9.915843993525957e-05,0.000925207508617283,0.44215174031027715,0.0,0.13271493300103782,0.142209947288521,0.059262526117750625,0.19806460535061587,0.17013727631956843,3,0.2062994740159002,0.5
Hyogo,1987,5303448.0,1,65090.0,94318133250.0,0.012273147582478418,17784.304333708937,0.005766711918196894,0.06528177981471191,0.7819445372459108,0.0,0.23862005951651105,0.2556919957572628,0.09626389091870416,0.32204755506405885,0.28886977541066083,3,0.2062994740159002,0.5
Hyogo,1990,5379642.0,1,60400.0,9603335000.0,0.011227512908851555,1785.1252927239395,0.005275405682859807,0.006552753153261723,0.5983007259586574,0.0,0.18318300176559904,0.1962887252863638,0.1141952577683483,0.3821313861976454,0.2892100557420046,3,0.2062994740159002,0.5
Hyogo,1994,5408016.0,1,305.0,360618000.0,5.639776213679841e-05,66.68212520081302,2.6499285932014568e-05,0.0002447735786147941,0.336778468193248,0.0,0.10105208995812681,0.10828180417517688,0.11148382916219689,0.3730460208783803,0.2406639125267786,3,0.2062994740159002,0.5
Hyogo,1995,5409008.0,1,594606.0,205855147000.0,0.10992884462363524,38057.83740752463,0.05165162189932028,0.13970090228117388,0.8427318846584888,0.0,0.2889757007270708,0.3096503026357915,0.1481003089081281,0.4957393104757979,0.4026948065557947,3,0.2062994740159002,0.5
Hyogo,1998,5461000.0,1,378.0,5773120000.0,6.921809192455594e-05,1057.1543673319904,3.2523099145816604e-05,0.0038805520499060955,0.5564695243550487,0.0,0.1669636234759167,0.17890894081546127,0.15199180078165933,0.5087787927722418,0.34384386679385154,3,0.2062994740159002,0.5
Hyogo,1999,5484000.0,2,52187.0,9617345000.0,0.009516229029905178,1753.7098832968636,0.00447133475697712,0.0064374349601783905,0.5968828329150593,0.2,0.18219478420440177,0.19522980626263678,0.15822266037548205,0.5296569510739199,0.3624433786682783,3,0.2062994740159002,0.5
Hyogo,2003,5585000.0,1,2380.0,93787000.0,0.0004261414503133393,16.79265890778872,0.0002002285855234044,6.164169487607945e-05,0.23002468345457372,0.0,0.0691475650462385,0.07409468820120081,0.13984651506114293,0.46808277096757106,0.27108872958438596,3,0.2062994740159002,0.5
Hyogo,2004,5587000.0,2,188802.0,4151887000.0,0.03379309110434938,743.1335242527296,0.015878161646355134,0.0027278592512187463,0.528338664329758,0.2,0.16961631245137598,0.18175141491270513,0.1459880086043079,0.48866148446162133,0.33520644968716323,3,0.2062994740159002,0.5
Hyogo,2007,5589000.0,1,3620.0,0.0,0.0006477008409375559,0.0,0.0003043313977738785,0.0,0.0,0.0,0.0002130319784417149,0.00022827322999687392,0.11591470760171156,0.3878928618451375,0.19406056753756717,3,0.2062994740159002,0.5
Hyogo,2008,5586000.0,1,50053.0,1881914163.247341,0.008960436806301469,336.8983464459973,0.004210187922527547,0.0012366704516488327,0.46525692466687674,0.0,0.1425242089458323,0.15272102229344806,0.12140423373282906,0.4062869844924036,0.2795040033929258,3,0.2062994740159002,0.5
Hyogo,2009,5583000.0,1,4240.0,673459986.5501008,0.0007594483252731507,120.62690068961146,0.00035683753325509653,0.0004427914987725612,0.3836127108828034,0.0,0.11533359953811959,0.12358507622336001,0.12015186509151757,0.4020905890590542,0.2628378326412071,3,0.2062994740159002,0.5
Hyogo,2010,5588000.0,1,16700.0,0.0,0.0029885468861846815,0.0,0.0014042110086947394,0.0,0.0,0.0,0.0009829477060863175,0.0010532721398338403,0.09556738011585884,0.31971370969623025,0.16038349091803206,3,0.2062994740159002,0.5
Hyogo,2011,5582000.0,2,22465.0,69727000.0,0.00402454317448943,12.491400931565748,0.0018909885124138222,4.585284135326631e-05,0.2079127507542416,0.2,0.06369751718496215,0.06825471977002236,0.08899264415625602,0.2976833018384748,0.18296901080424857,3,0.2062994740159002,0.5
Hyogo,2012,5571000.0,1,9106.0,215872000.0,0.0016345359899479447,38.74923712080417,0.0007680098451200342,0.0001422388595157854,0.2942513832742592,0.0,0.08881302187386178,0.09516709893616403,0.08895558817387654,0.2975591358779852,0.19636311740707463,3,0.2062994740159002,0.5
Hyogo,2013,5558000.0,3,85497.0,2367432136.3057327,0.015382691615689097,425.9503663738274,0.007227775147166308,0.0015635583775355317,0.4839481329253633,0.4,0.1502438824806254,0.16099299547418225,0.10159933105269052,0.3399253714470391,0.2504591834606107,3,0.2062994740159002,0.5
Hyogo,2014,5541000.0,2,20440.0,7817836000.0,0.0036888648258437107,1410.9070564879985,0.0017332652942412092,0.00517909062240299,0.5795148600655287,0.2,0.17506774372562744,0.187592865732352,0.11675582594390051,0.3907112533743056,0.2891520595533288,3,0.2062994740159002,0.5
Hyogo,2015,5535000.0,1,865.0,273962000.0,0.00015627822944896114,49.49629629629629,7.342953568036898e-05,0.00018168865398541476,0.3133730050335174,0.0,0.09406330218503148,0.10079300756165054,0.11207437022835251,0.3750247863564312,0.23790889695904088,3,0.2062994740159002,0.5
Hyogo,2016,5520000.0,1,6010.0,320518610.90480703,0.001088768115942029,58.06496574362446,0.0005115730930604343,0.00021314211888734313,0.32589689535694344,0.0,0.09812716977222533,0.1051476222406019,0.10919707011025914,0.3653836242595439,0.23526562325007289,3,0.2062994740159002,0.5
Hyogo,2017,5503000.0,2,23085.0,642428000.0,0.004194984553879702,116.74141377430493,0.0019710728043428956,0.0004285288379162011,0.3810184598415241,0.2,0.11568528891549724,0.12396192701692081,0.11053558623707985,0.36986867983884425,0.24691530342788254,3,0.2062994740159002,0.5
Hyogo,2018,5484000.0,2,24835.0,19675302000.0,0.004528628738147337,3587.7647702407003,0.0021278402416219895,0.01316979654435479,0.6540540525284037,0.2,0.19770570392765646,0.21185044590251273,0.12851873566654992,0.43012602232870445,0.3209882341156086,3,0.2062994740159002,0.5
Ibaraki,1961,2047024.0,1,2020.0,1117152.915610286,0.0009867983961106466,0.5457449036309716,0.00046366117847657296,2.003294476147112e-06,0.034798389301615794,0.0,0.010764079615418339,0.011534189560312064,0.0022206239629260767,0.0069304857183992265,0.009232337639355645,3,0.2062994740159002,0.5
Ibaraki,1965,2054328.0,1,1330.0,4037235.784136182,0.000647413655463003,1.9652342684012398,0.0003041964596182255,7.213888628239659e-06,0.08685144480856008,0.0,0.02626837096430078,0.02814772660254681,0.00718166152057712,0.0235537663283323,0.025850746465439556,3,0.2062994740159002,0.5
Ibaraki,1966,2056154.0,1,520.0,442436.7982614994,0.0002528993450879652,0.21517687792913343,0.00011882833296203646,7.898610652743641e-07,0.015572338339098404,0.0,0.0047548813348029465,0.0050950666115335465,0.0066810180446997,0.021876226723293896,0.013485646667413722,3,0.2062994740159002,0.5
Ibaraki,1972,2183280.4,1,500.0,841018571.4285715,0.00022901318584639884,385.2086847976886,0.00010760508332272318,0.0014140057475294573,0.47593463160917376,0.0,0.14285571304107803,0.1530762436603643,0.03477378599672819,0.11600854468087395,0.1345423941706191,3,0.2062994740159002,0.5
Ibaraki,1980,2514845.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027599972236061688,0.09197076673600747,0.045985383368003736,3,0.2062994740159002,0.5
Ibaraki,1982,2591406.6,1,3950.0,445341000.0,0.0015242687118262337,171.85300060592576,0.0007161992054566273,0.0006308298337421608,0.41169741378313374,0.0,0.12401056357875975,0.13288282871391194,0.0474894265196222,0.15861569249839333,0.14574926060615262,3,0.2062994740159002,0.5
Ibaraki,1983,2624806.2,1,1097.0,1310187000.0,0.0004179356174943506,499.1557090957801,0.00019637295895344852,0.0018322770732551509,0.49659297618091147,0.0,0.14911535392554084,0.15978372698643106,0.06845480188984128,0.2288657790622906,0.19432475302436084,3,0.2062994740159002,0.5
Ibaraki,1987,2749080.4,1,65090.0,94318133250.0,0.023677008500733555,34308.97592154817,0.011124977206609703,0.12593975956278844,0.8344461326745408,0.0,0.25812132384698905,0.2765884669363961,0.10758290560802605,0.3599749352183107,0.31828170107735343,3,0.2062994740159002,0.5
Ibaraki,1990,2821306.6,1,60400.0,9603335000.0,0.02140852043517709,3403.8608210819766,0.01005909601549555,0.012494730660935328,0.6498508155976944,0.0,0.20199661189015522,0.2164483444310986,0.127060403553921,0.42523949130591066,0.32084391786850464,3,0.2062994740159002,0.5
Ibaraki,1994,2921352.8,1,305.0,360618000.0,0.00010440368585403311,123.44212585347447,4.905554793276242e-05,0.00045312549361585644,0.3854411066068615,0.0,0.11566667086561137,0.12394197694926065,0.12470988249324495,0.4173634430565046,0.2706527100028826,3,0.2062994740159002,0.5
Ibaraki,1998,2996000.0,2,24571.0,6079440612.5,0.008201268357810414,2029.1857852136181,0.0038534818933356175,0.0074486388192521544,0.6085346431022067,0.2,0.18525783025599693,0.19851199619929036,0.13720089226944288,0.4592179055954799,0.32886495089738516,3,0.2062994740159002,0.5
Ibaraki,1999,3002000.0,1,27598.0,9415846000.0,0.009193204530313125,3136.5243171219186,0.004319557128691572,0.011513404517360744,0.643317116756136,0.0,0.19601882501692489,0.21004288020095466,0.149335000857951,0.49987647543579267,0.3549596778183737,3,0.2062994740159002,0.5
Ibaraki,2000,2997000.0,1,12100.0,637579000.0,0.004037370704037371,212.73907240573908,0.0018970157085367418,0.0007809124845245582,0.4286620532852505,0.0,0.12992652698155085,0.13922204634863855,0.14533104290579832,0.48646014552182976,0.3128410959352341,3,0.2062994740159002,0.5
Ibaraki,2001,2992000.0,1,350.0,50509498.99125756,0.00011697860962566845,16.881517042532607,5.4964053660163055e-05,6.196787109744007e-05,0.2304227348983353,0.0,0.06916529530706271,0.07411368696343659,0.12961808923815135,0.4338096999259601,0.2539616934446983,3,0.2062994740159002,0.5
Ibaraki,2003,2991000.0,1,2380.0,93787000.0,0.0007957204948177867,31.356402540956203,0.00037388052495761063,0.00011510159340785817,0.2778089701530115,0.0,0.08360440741337377,0.08958583712091348,0.12012549088016475,0.40200221522372465,0.24579402617231905,3,0.2062994740159002,0.5
Ibaraki,2004,2989000.0,1,85682.0,3819736000.0,0.02866577450652392,1277.931080628973,0.013469019449184718,0.004690968724926164,0.5716110847508975,0.0,0.18091163903969856,0.193854859208001,0.13266564127292915,0.4440213365158412,0.31893809786192107,3,0.2062994740159002,0.5
Ibaraki,2006,2972000.0,1,256.0,41417789.1728312,8.613728129205922e-05,13.935999048731897,4.0472819485780824e-05,5.115560352129992e-05,0.2160406670710578,0.0,0.06484053109495738,0.06947950995915048,0.1186733567181431,0.3971364520888885,0.23330798102401948,3,0.2062994740159002,0.5
Ibaraki,2007,2969000.0,1,3620.0,0.0,0.0012192657460424385,0.0,0.0005728892496322691,0.0,0.0,0.0,0.00040102247474258835,0.0004297133992767021,0.09427383637309683,0.315379346094408,0.15790452974684235,3,0.2062994740159002,0.5
Ibaraki,2010,2970000.0,1,16700.0,0.0,0.005622895622895623,0.0,0.002641997008951584,0.0,0.0,0.0,0.0018493979062661086,0.001981712026057744,0.07520672333117473,0.2514898941735362,0.12673580309979696,3,0.2062994740159002,0.5
Ibaraki,2011,2958000.0,2,589640.0,292855483000.0,0.1993373901284652,99004.55814739689,0.09366149112695277,0.36342123056119,0.9191229111951777,0.2,0.34129991714742025,0.3657180253161991,0.13010160925467718,0.4354298628095956,0.40057394406289737,3,0.2062994740159002,0.5
Ibaraki,2012,2943000.0,2,11676.0,351558211.94970167,0.003967380224260958,119.455729510602,0.0018641296920381563,0.0004384924192247312,0.38283957612511593,0.2,0.11615676362196148,0.12446713311270828,0.127224794935415,0.4257903285113688,0.27512873081203854,3,0.2062994740159002,0.5
Ibaraki,2013,2931000.0,1,19679.0,269310000.0,0.006714090754008871,91.88331627430911,0.003154710469405098,0.0003372809140639593,0.3620696350610536,0.0,0.11082918784689966,0.11875839896339278,0.12384238981688292,0.4144566772804648,0.2666075381219288,3,0.2062994740159002,0.5
Ibaraki,2014,2919000.0,2,20440.0,7817836000.0,0.007002398081534772,2678.2583076396027,0.0032901757435390678,0.009831223411694064,0.6307008509465707,0.2,0.19151337830444856,0.20521509386972478,0.13780287914800377,0.46123502332327904,0.3332250585965019,3,0.2062994740159002,0.5
Ibaraki,2015,2917000.0,3,106247.0,5334487418.39834,0.0364233801851217,1828.7581139521221,0.017114040159870888,0.006712918441409312,0.6002292054292165,0.4,0.19204858974067457,0.20578859670330055,0.1489937407108905,0.49873299221889483,0.3522607944610977,3,0.2062994740159002,0.5
Ibaraki,2017,2892000.0,1,18890.0,1279738000.0,0.006531811894882434,442.50968188105116,0.003069064170255203,0.001624343526537729,0.4869886048609849,0.0,0.1482449263774741,0.15885102519523112,0.14883926070777112,0.4982153657323716,0.32853319546380133,3,0.2062994740159002,0.5
Ishikawa,1961,973418.0,1,2020.0,1117152.915610286,0.0020751619550902077,1.147660014105231,0.0009750441847282751,4.212775880187715e-06,0.06107644464834425,0.0,0.019005464323813066,0.02036519944339788,0.003920817293430592,0.012627437312834472,0.016496318378116177,3,0.2062994740159002,0.5
