disno_core,prefecture_norm,disno,event_year,year,disaster_type_gdis,disaster_subtype,country,iso3,region,island,capital,location_str,location_str_emdat,start_year,end_year,decade,human_impact_best,damage_final_usd,damage_final_log10,damage_adj_usd,damage_imputed_usd,damage_imputed_flag,latitude,longitude,population_at_event,pop_is_observed,pop_is_interpolated,human_per_100k,econ_per_capita,econ_per_capita_log10
2010-0331,Fukushima,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Tohoku,Honshu,Fukushima-shi, Hukusima,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,37.37886746,140.2232952,2029000.0,True,False,739.2804337111878,,
2010-0331,Gifu,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Chubu,Honshu,Gifu-shi, Gifu,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,35.77867114,137.0559248,2081000.0,True,False,720.8073041806823,,
2010-0331,Gunma,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Kanto,Honshu,Maebashi-shi, Gunma,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,36.50447861,138.9856052,2008000.0,True,False,747.0119521912351,,
2010-0331,Hiroshima,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Chugoku,Honshu,Hiroshima-shi, Hirosima,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,34.6053091,132.7887191,2861000.0,True,False,524.2922055225446,,
2010-0331,Hyogo,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Kansai,Honshu,Kobe-shi, Hyoogo,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,35.03991306,134.8280566,5588000.0,True,False,268.4323550465283,,
2010-0331,Ibaraki,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Kanto,Honshu,Mito-shi, Ibaraki,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,36.30358822,140.3195907,2970000.0,True,False,505.050505050505,,
2010-0331,Ishikawa,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Chubu,Honshu,Kanazawa-shi, Isikawa,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,36.76946378,136.7710271,1170000.0,True,False,1282.051282051282,,
2010-0331,Kagawa,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Shikoku,Shikoku,Takamatsu-shi, Kagawa,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,34.21729193,133.9690469,996000.0,True,False,1506.0240963855422,,
2010-0331,Kagoshima,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Kyushu,Kyushu,Kagoshima-shi, Kagosima,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,31.00948442,130.4306651,1706000.0,True,False,879.2497069167644,,
2010-0331,Kanagawa,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Kanto,Honshu,Yokohama-shi, Kanagawa,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,35.41531201,139.3389831,9048000.0,True,False,165.78249336870027,,
2010-0331,Kochi,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Shikoku,Shikoku,Kochi-shi, Kooti,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,33.42251944,133.3673066,764000.0,True,False,1963.3507853403141,,
2010-0331,Kumamoto,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Kyushu,Kyushu,Kumamoto-shi, Kumamoto,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,32.60815361,130.7452313,1817000.0,True,False,825.536598789213,,
2010-0331,Kyoto,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Kansai,Honshu,Kyoto-shi, Kyooto,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,35.25381495,135.4433413,2636000.0,True,False,569.0440060698028,,
2010-0331,Mie,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Kansai,Honshu,Tsu-shi, Mie,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,34.50801769,136.3760128,1855000.0,True,False,808.6253369272238,,
2010-0331,Miyagi,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Tohoku,Honshu,Sendai-shi, Miyagi,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,38.44685939,140.9270856,2348000.0,True,False,638.8415672913118,,
2010-0331,Miyazaki,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Kyushu,Kyushu,Miyazaki-shi, Miyazaki,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,32.19320365,131.2993739,1135000.0,True,False,1321.5859030837005,,
2010-0331,Nagano,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Chubu,Honshu,Nagano-shi, Nagano,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,36.13213385,138.0455278,2152000.0,True,False,697.0260223048327,,
2010-0331,Nagasaki,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Kyushu,Kyushu,Nagasaki-shi, Nagasaki,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,32.77829109,129.827392,1427000.0,True,False,1051.156271899089,,
2010-0331,Nara,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Kansai,Honshu,Nara-shi, Nara,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,34.31745052,135.8716444,1401000.0,True,False,1070.6638115631692,,
2010-0331,Niigata,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Chubu,Honshu,Niigata-shi, Niigata,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,37.52181911,138.9186474,2374000.0,True,False,631.8449873631002,,
2010-0331,Oita,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Kyushu,Kyushu,oita-shi, Ooita,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,33.20069712,131.4332401,1197000.0,True,False,1253.1328320802006,,
2010-0331,Okayama,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Chugoku,Honshu,Okayama-shi, Okayama,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,34.89245983,133.8262517,1945000.0,True,False,771.2082262210797,,
2010-0331,Okinawa,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Kyushu,Ryukyu Islands,Naha-shi, Okinawa,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,25.76892341,126.6680159,1393000.0,True,False,1076.8126346015792,,
2010-0331,Osaka,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Kansai,Honshu,osaka-shi, Oosaka,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,34.6209646,135.5074809,8865000.0,True,False,169.20473773265653,,
2010-0331,Saga,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Kyushu,Kyushu,Saga-shi, Saga,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,33.28697682,130.1157384,850000.0,True,False,1764.7058823529412,,
2010-0331,Saitama,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Kanto,Honshu,Saitama-shi, Saitama,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,35.99710067,139.3476354,7195000.0,True,False,208.47810979847117,,
2010-0331,Shiga,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Kansai,Honshu,otsu-shi, Siga,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,35.21582726,136.1380637,1411000.0,True,False,1063.0758327427357,,
2010-0331,Shimane,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Chugoku,Honshu,Matsue-shi, Simane,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,35.07076032,132.554064,717000.0,True,False,2092.050209205021,,
2010-0331,Shizuoka,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Chubu,Honshu,Shizuoka-shi, Sizuoka,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,34.91697506,138.4077837,3765000.0,True,False,398.40637450199205,,
2010-0331,Tochigi,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Kanto,Honshu,Utsunomiya-shi, Totigi,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,36.689912,139.8192132,2008000.0,True,False,747.0119521912351,,
2010-0331,Tokushima,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Shikoku,Shikoku,Tokushima-shi, Tokusima,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,33.91917847,134.2420913,785000.0,True,False,1910.8280254777071,,
2010-0331,Tokyo,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Kanto,Honshu,Shinjuku-ku, Tookyoo,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,35.7113435,139.4469212,13159000.0,True,False,113.99042480431643,,
2010-0331,Tottori,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Chugoku,Honshu,Tottori-shi, Tottori,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,35.35906876,133.8636194,589000.0,True,False,2546.6893039049237,,
2010-0331,Toyama,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Chubu,Honshu,Toyama-shi, Toyama,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,36.6374637,137.2693463,1093000.0,True,False,1372.3696248856359,,
2010-0331,Wakayama,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Kansai,Honshu,Wakayama-shi, Wakayama,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,33.91187939,135.505446,1002000.0,True,False,1497.005988023952,,
2010-0331,Yamagata,2010-0331,2010,2010,extreme temperature ,Heat wave,Japan,JPN,Tohoku,Honshu,Yamagata-shi, Yamagata,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",2010.0,2010.0,2010.0,15000.0,,,,,False,38.44839624,140.1021538,1169000.0,True,False,1283.147989734816,,
