disno_core,prefecture_norm,disno,event_year,year,disaster_type_gdis,disaster_subtype,country,iso3,region,island,capital,location_str,location_str_emdat,start_year,end_year,decade,human_impact_best,damage_final_usd,damage_final_log10,damage_adj_usd,damage_imputed_usd,damage_imputed_flag,latitude,longitude,population_at_event,pop_is_observed,pop_is_interpolated,human_per_100k,econ_per_capita,econ_per_capita_log10
1980-0266,Miyagi,1980-0266,1980,1980,earthquake,,Japan,JPN,Tohoku,Honshu,Sendai-shi,Honshu,,,,,,,,,,,38.44659069,140.9261804,2056909.4,False,True,,,
1980-0266,Nagano,1980-0266,1980,1980,earthquake,,Japan,JPN,Chubu,Honshu,Nagano-shi,Honshu,,,,,,,,,,,36.13138656,138.0456173,2070660.0,False,True,,,
1980-0266,Nara,1980-0266,1980,1980,earthquake,,Japan,JPN,Kansai,Honshu,Nara-shi,Nara,,,,,,,,,,,34.31780384,135.8717335,1182990.2,False,True,,,
1980-0266,Niigata,1980-0266,1980,1980,earthquake,,Japan,JPN,Chubu,Honshu,Niigata-shi,Honshu,,,,,,,,,,,37.52181911,138.9186474,2439473.2,False,True,,,
1980-0266,Okayama,1980-0266,1980,1980,earthquake,,Japan,JPN,Chugoku,Honshu,Okayama-shi,Okayama,,,,,,,,,,,34.89245983,133.8262517,1859679.4,False,True,,,
1980-0266,Osaka,1980-0266,1980,1980,earthquake,,Japan,JPN,Kansai,Honshu,osaka-shi,Osaka,,,,,,,,,,,34.62161449,135.5082161,8434541.8,False,True,,,
1980-0266,Saitama,1980-0266,1980,1980,earthquake,,Japan,JPN,Kanto,Honshu,Saitama-shi,Honshu,,,,,,,,,,,35.99757593,139.3488579,5300652.0,False,True,,,
1980-0266,Shiga,1980-0266,1980,1980,earthquake,,Japan,JPN,Kansai,Honshu,otsu-shi,Shiga,,,,,,,,,,,35.21763711,136.1382324,1061042.6,False,True,,,
1980-0266,Shimane,1980-0266,1980,1980,earthquake,,Japan,JPN,Chugoku,Honshu,Matsue-shi,Honshu,,,,,,,,,,,35.07076032,132.554064,781613.2,False,True,,,
1980-0266,Shizuoka,1980-0266,1980,1980,earthquake,,Japan,JPN,Chubu,Honshu,Shizuoka-shi,Honshu,,,,,,,,,,,34.92114009,138.4052614,3419203.0,False,True,,,
1980-0266,Tochigi,1980-0266,1980,1980,earthquake,,Japan,JPN,Kanto,Honshu,Utsunomiya-shi,Tochigi,,,,,,,,,,,36.69030812,139.8191975,1773361.4,False,True,,,
1980-0266,Tokyo,1980-0266,1980,1980,earthquake,,Japan,JPN,Kanto,Honshu,Shinjuku-ku,Oshima Island,,,,,,,,,,,35.7113435,139.4469212,11629335.6,False,True,,,
1980-0266,Tottori,1980-0266,1980,1980,earthquake,,Japan,JPN,Chugoku,Honshu,Tottori-shi,Honshu,,,,,,,,,,,35.35952638,133.8651396,599639.0,False,True,,,
1980-0266,Toyama,1980-0266,1980,1980,earthquake,,Japan,JPN,Chubu,Honshu,Toyama-shi,Honshu,,,,,,,,,,,36.63785294,137.2698289,1096925.4,False,True,,,
1980-0266,Wakayama,1980-0266,1980,1980,earthquake,,Japan,JPN,Kansai,Honshu,Wakayama-shi,Honshu,,,,,,,,,,,33.91187939,135.505446,1084033.2,False,True,,,
1980-0266,Yamagata,1980-0266,1980,1980,earthquake,,Japan,JPN,Tohoku,Honshu,Yamagata-shi,Yamagata,,,,,,,,,,,38.44787123,140.1016345,1245594.0,False,True,,,
1980-0266,Yamaguchi,1980-0266,1980,1980,earthquake,,Japan,JPN,Chugoku,Honshu,Yamaguchi-shi,Yamaguchi,,,,,,,,,,,34.20231962,131.5725496,1580706.8,False,True,,,
1980-0266,Yamanashi,1980-0266,1980,1980,earthquake,,Japan,JPN,Chubu,Honshu,Kofu-shi,Honshu,,,,,,,,,,,35.61187909,138.6119949,800014.8,False,True,,,
1981-0072,Hokkaido,1981-0072,1981,1981,storm,Tropical cyclone,Japan,JPN,Hokkaido,Hokkaido,Sapporo-shi,Hokkaido,Hokkaido,1981.0,1981.0,1980.0,62500.0,90676562500.0,10.957495047894946,,90676562500.0,True,43.38571051,142.5523179,5575989.0,True,False,1120.877390540046,16261.96940130262,4.211173139556072
1982-0036,Hokkaido,1982-0036,1982,1982,earthquake,Ground movement,Japan,JPN,Hokkaido,Hokkaido,Sapporo-shi,Hokkaido,"Hokkaido, Urakawa, Hiroo",1982.0,1982.0,1980.0,1100.0,3251000.0,6.512016969496127,3251000.0,3251000.0,False,43.38571051,142.5523179,5596679.0,False,True,19.654512970995835,0.5808801969882497,0.0
1982-0086,Nagasaki,1982-0086,1982,1982,flood,Flood (General),Japan,JPN,Kyushu,Kyushu,Nagasaki-shi,Nagasaki,Nagasaki,1982.0,1982.0,1980.0,27347.0,104021000.0,8.01712102452432,104021000.0,104021000.0,False,33.23571221,129.6080329,1591244.8,False,True,1718.5916334180636,65.37083420476849,1.8153840270833435
1982-0090,Aichi,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Chubu,Honshu,Nagoya-shi,Aichi,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,35.034637,137.2139891,6268344.8,False,True,50.25250046870428,71.04602797216899,1.8515398024888314
1982-0090,Akita,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Tohoku,Honshu,Akita-shi,Akita,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,39.74813497,140.4078158,1256202.4,False,True,250.75576993006862,354.51373122675136,2.549633061184861
1982-0090,Aomori,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Tohoku,Honshu,Aomori-shi,Honshu,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,40.78369335,140.8295531,1524015.2,False,True,206.6908519022645,292.21558945081387,2.465703381454073
1982-0090,Chiba,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Kanto,Honshu,Chiba-shi,Chiba,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,35.51037345,140.1992438,4817971.8,False,True,65.38020832749582,92.4332931961121,1.9658284262749592
1982-0090,Fukui,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Chubu,Honshu,Fukui-shi,Fukui,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,35.84601935,136.2236906,799009.8,False,True,394.2379680449476,557.3661299273175,2.7461405739348828
1982-0090,Fukushima,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Tohoku,Honshu,Fukushima-shi,Honshu,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,37.37886746,140.2232952,2044278.4,False,True,154.08860163077594,217.84752996460756,2.3381526401091723
1982-0090,Gifu,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Chubu,Honshu,Gifu-shi,Honshu,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,35.77957986,137.0558252,1973792.8,False,True,159.59121950389118,225.6270263018489,2.353391119561135
1982-0090,Gunma,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Kanto,Honshu,Maebashi-shi,Gunma,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,36.50413546,138.9849477,1863101.4,False,True,169.0729232450794,239.03207844726006,2.378456187800766
1982-0090,Hiroshima,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Chugoku,Honshu,Hiroshima-shi,Honshu,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,34.60714608,132.7891401,2755168.8,False,True,114.33056297675846,161.63837221153202,2.2085444682052247
1982-0090,Hyogo,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Kansai,Honshu,Kobe-shi,Honshu,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,35.04016741,134.8281039,5171523.6,False,True,60.910482937755525,86.11408057772375,1.9350741690754492
1982-0090,Ibaraki,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Kanto,Honshu,Mito-shi,Honshu,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,36.30496862,140.32148,2591406.6,False,True,121.55560613297813,171.85300060592576,2.235157119453862
1982-0090,Ishikawa,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Chubu,Honshu,Kanazawa-shi,Honshu,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,36.76865008,136.7700187,1125908.2,False,True,279.7741414442137,395.5393521425637,2.5971896978670124
1982-0090,Iwate,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Tohoku,Honshu,Morioka-shi,Honshu,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,39.59372366,141.3612107,1424263.8,False,True,221.1668933802853,312.6815411583163,2.495102243859799
1982-0090,Kanagawa,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Kanto,Honshu,Yokohama-shi,Kanagawa,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,35.41334278,139.3360646,7025873.2,False,True,44.834284797511,63.38585786034396,1.8019923724192048
1982-0090,Kyoto,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Kansai,Honshu,Kyoto-shi,Honshu,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,35.25443838,135.4419032,2539178.8,False,True,124.05585616893147,175.3878064829464,2.243999396548552
1982-0090,Mie,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Kansai,Honshu,Tsu-shi,Honshu,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,34.50852184,136.375217,1699011.0,False,True,185.40197797424503,262.1177849937405,2.4184964893273624
1982-0090,Miyagi,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Tohoku,Honshu,Sendai-shi,Honshu,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,38.44659069,140.9261804,2101115.0,False,True,149.92039940698155,211.95460505493512,2.32624285675336
1982-0090,Nagano,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Chubu,Honshu,Nagano-shi,Honshu,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,36.13138656,138.0456173,2094532.6,False,True,150.3915479759064,212.62070592742265,2.327605555728883
1982-0090,Nara,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Kansai,Honshu,Nara-shi,Nara,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,34.31780384,135.8717335,1228465.2,False,True,256.4175200078928,362.51820564392057,2.5593298216991673
1982-0090,Niigata,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Chubu,Honshu,Niigata-shi,Honshu,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,37.52181911,138.9186474,2456779.6,False,True,128.21662960731194,181.27022871730128,2.258326482719399
1982-0090,Okayama,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Chugoku,Honshu,Okayama-shi,Okayama,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,34.89245983,133.8262517,1880199.6,False,True,167.53540421984985,236.85836333546715,2.3744887240283763
1982-0090,Osaka,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Kansai,Honshu,osaka-shi,Osaka,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,34.62161449,135.5082161,8512375.8,False,True,37.00494519990529,52.31688666752706,1.7186418915978665
1982-0090,Saitama,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Kanto,Honshu,Saitama-shi,Honshu,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,35.99757593,139.3488579,5509119.6,False,True,57.17792004370354,80.83705425454913,1.907610479208634
1982-0090,Shiga,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Kansai,Honshu,otsu-shi,Shiga,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,35.21763711,136.1382324,1095087.2,False,True,287.6483260876394,406.67172440696964,2.6092439772707707
1982-0090,Shimane,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Chugoku,Honshu,Matsue-shi,Honshu,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,35.07076032,132.554064,786761.8,False,True,400.3753105450722,566.0429878522317,2.752849414718442
1982-0090,Shizuoka,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Chubu,Honshu,Shizuoka-shi,Honshu,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,34.92114009,138.4052614,3472381.6,False,True,90.71583607055169,128.25232111585893,2.1080652337346337
1982-0090,Tochigi,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Kanto,Honshu,Utsunomiya-shi,Tochigi,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,36.69030812,139.8191975,1806974.0,False,True,174.3245890643695,246.45678355084246,2.391740776307558
1982-0090,Tokyo,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Kanto,Honshu,Shinjuku-ku,Honshu,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,35.7113435,139.4469212,11660497.4,False,True,27.014284999540415,38.19228157454072,1.581975603532665
1982-0090,Tottori,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Chugoku,Honshu,Tottori-shi,Honshu,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,35.35952638,133.8651396,606581.6,False,True,519.3035858654466,734.1815181996949,2.865803447663317
1982-0090,Toyama,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Chubu,Honshu,Toyama-shi,Honshu,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,36.63785294,137.2698289,1106441.0,False,True,284.69660831440626,402.49864204236826,2.6047644194753135
1982-0090,Wakayama,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Kansai,Honshu,Wakayama-shi,Honshu,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,33.91187939,135.505446,1087050.8,False,True,289.77486608721506,409.67818615284585,2.6124428399949737
1982-0090,Yamagata,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Tohoku,Honshu,Yamagata-shi,Yamagata,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,38.44787123,140.1016345,1253866.0,False,True,251.22301745162562,355.1743168727759,2.550441553830371
1982-0090,Yamaguchi,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Chugoku,Honshu,Yamaguchi-shi,Yamaguchi,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,34.20231962,131.5725496,1589988.6,False,True,198.1146279916724,280.09068744266466,2.447298669482272
1982-0090,Yamanashi,1982-0090,1982,1982,storm,Tropical cyclone,Japan,JPN,Chubu,Honshu,Kofu-shi,Honshu,Honshu,1982.0,1982.0,1980.0,3150.0,445341000.0,8.648692679982068,445341000.0,445341000.0,False,35.61187909,138.6119949,809971.2,False,True,388.9027165410326,549.8232529749206,2.7402231029595203
1982-0092,Fukuoka,1982-0092,1982,1982,storm,Tropical cyclone,Japan,JPN,Kyushu,Kyushu,Fukuoka-shi,Fukoka,Kyushu,1982.0,1982.0,1980.0,5000.0,58512000.0,7.767244942993969,58512000.0,58512000.0,False,33.52695438,130.6661745,4586620.6,False,True,109.01272278766638,12.75710487150387,1.1057521257181222
1982-0092,Kagoshima,1982-0092,1982,1982,storm,Tropical cyclone,Japan,JPN,Kyushu,Kyushu,Kagoshima-shi,Kyushu,Kyushu,1982.0,1982.0,1980.0,5000.0,58512000.0,7.767244942993969,58512000.0,58512000.0,False,31.00948442,130.4306651,1791552.4,False,True,279.08756673820983,32.65994340997227,1.5140154278973406
1982-0092,Kumamoto,1982-0092,1982,1982,storm,Tropical cyclone,Japan,JPN,Kyushu,Kyushu,Kumamoto-shi,Kyushu,Kyushu,1982.0,1982.0,1980.0,5000.0,58512000.0,7.767244942993969,58512000.0,58512000.0,False,32.60979484,130.7467241,1799811.0,False,True,277.80694750726605,32.5100802250903,1.512018041205479
1982-0092,Miyazaki,1982-0092,1982,1982,storm,Tropical cyclone,Japan,JPN,Kyushu,Kyushu,Miyazaki-shi,Miyazaki,Kyushu,1982.0,1982.0,1980.0,5000.0,58512000.0,7.767244942993969,58512000.0,58512000.0,False,32.19518344,131.2998935,1156378.2,False,True,432.3844915097846,50.59936273444104,1.704145047222041
1982-0092,Oita,1982-0092,1982,1982,storm,Tropical cyclone,Japan,JPN,Kyushu,Kyushu,oita-shi,Oita,Kyushu,1982.0,1982.0,1980.0,5000.0,58512000.0,7.767244942993969,58512000.0,58512000.0,False,33.20168214,131.4319994,1233173.2,False,True,405.45804920184776,47.44832274979703,1.6762208651641073
1982-0092,Okinawa,1982-0092,1982,1982,storm,Tropical cyclone,Japan,JPN,Kyushu,Ryukyu Islands,Naha-shi,Kyushu,Kyushu,1982.0,1982.0,1980.0,5000.0,58512000.0,7.767244942993969,58512000.0,58512000.0,False,25.76892341,126.6680159,1121066.6,False,True,446.0038324217312,52.193152485320674,1.7176135291917498
1982-0092,Saga,1982-0092,1982,1982,storm,Tropical cyclone,Japan,JPN,Kyushu,Kyushu,Saga-shi,Saga,Kyushu,1982.0,1982.0,1980.0,5000.0,58512000.0,7.767244942993969,58512000.0,58512000.0,False,33.28772919,130.1176017,868461.8,False,True,575.7305617817617,67.37429326194888,1.8284942225874399
1982-0365,Nagasaki,1982-0365,1982,1982,storm,Storm (General),Japan,JPN,Kyushu,Kyushu,Nagasaki-shi,Nagasaki,Nagasaki,1982.0,1982.0,1980.0,140000.0,203115500000.0,11.30774306622911,,203115500000.0,True,33.23571221,129.6080329,1591244.8,False,True,8798.143440908652,127645.66457656295,5.106006068788133
1983-0081,Aichi,1983-0081,1983,1983,earthquake,Tsunami,Japan,JPN,Chubu,Honshu,Nagoya-shi,Aichi,"Nihon- Kai-Chubu, Western Honshu, Akita, Aomori, Hokkaido",1983.0,1983.0,1980.0,77.0,1310187000.0,9.117333285939855,1310187000.0,1310187000.0,False,35.034637,137.2139891,6315051.6,False,True,1.219309118550987,207.47051378012495,2.31695638243351
1983-0081,Akita,1983-0081,1983,1983,earthquake,Tsunami,Japan,JPN,Tohoku,Honshu,Akita-shi,Akita,"Nihon- Kai-Chubu, Western Honshu, Akita, Aomori, Hokkaido",1983.0,1983.0,1980.0,77.0,1310187000.0,9.117333285939855,1310187000.0,1310187000.0,False,39.74813497,140.4078158,1255659.8,False,True,6.132234224588538,1043.4251379235045,3.0184612954206242
1983-0081,Aomori,1983-0081,1983,1983,earthquake,Tsunami,Japan,JPN,Tohoku,Honshu,Aomori-shi,Honshu,"Nihon- Kai-Chubu, Western Honshu, Akita, Aomori, Hokkaido",1983.0,1983.0,1980.0,77.0,1310187000.0,9.117333285939855,1310187000.0,1310187000.0,False,40.78369335,140.8295531,1524123.4,False,True,5.05208436534732,859.6331504391312,2.934313155045538
1983-0081,Chiba,1983-0081,1983,1983,earthquake,Tsunami,Japan,JPN,Kanto,Honshu,Chiba-shi,Chiba,"Nihon- Kai-Chubu, Western Honshu, Akita, Aomori, Hokkaido",1983.0,1983.0,1980.0,77.0,1310187000.0,9.117333285939855,1310187000.0,1310187000.0,False,35.51037345,140.1992438,4900519.6,False,True,1.5712619535283565,267.35675131265674,2.4270911554115298
1983-0081,Fukui,1983-0081,1983,1983,earthquake,Tsunami,Japan,JPN,Chubu,Honshu,Fukui-shi,Fukui,"Nihon- Kai-Chubu, Western Honshu, Akita, Aomori, Hokkaido",1983.0,1983.0,1980.0,77.0,1310187000.0,9.117333285939855,1310187000.0,1310187000.0,False,35.84601935,136.2236906,803665.6,False,True,9.581099402537573,1630.2638808977267,3.212257906699845
1983-0081,Fukushima,1983-0081,1983,1983,earthquake,Tsunami,Japan,JPN,Tohoku,Honshu,Fukushima-shi,Honshu,"Nihon- Kai-Chubu, Western Honshu, Akita, Aomori, Hokkaido",1983.0,1983.0,1980.0,77.0,1310187000.0,9.117333285939855,1310187000.0,1310187000.0,False,37.37886746,140.2232952,2053284.8,False,True,3.750088638458727,638.0931666177045,2.8048840937587114
1983-0081,Gifu,1983-0081,1983,1983,earthquake,Tsunami,Japan,JPN,Chubu,Honshu,Gifu-shi,Honshu,"Nihon- Kai-Chubu, Western Honshu, Akita, Aomori, Hokkaido",1983.0,1983.0,1980.0,77.0,1310187000.0,9.117333285939855,1310187000.0,1310187000.0,False,35.77957986,137.0558252,1987478.6,False,True,3.874255551732733,659.2206829296174,2.819030824813588
1983-0081,Gunma,1983-0081,1983,1983,earthquake,Tsunami,Japan,JPN,Kanto,Honshu,Maebashi-shi,Gunma,"Nihon- Kai-Chubu, Western Honshu, Akita, Aomori, Hokkaido",1983.0,1983.0,1980.0,77.0,1310187000.0,9.117333285939855,1310187000.0,1310187000.0,False,36.50413546,138.9849477,1877640.8,False,True,4.100890862618665,697.783622937891,2.8437207722901254
1983-0081,Hiroshima,1983-0081,1983,1983,earthquake,Tsunami,Japan,JPN,Chugoku,Honshu,Hiroshima-shi,Honshu,"Nihon- Kai-Chubu, Western Honshu, Akita, Aomori, Hokkaido",1983.0,1983.0,1980.0,77.0,1310187000.0,9.117333285939855,1310187000.0,1310187000.0,False,34.60714608,132.7891401,2771176.6,False,True,2.778603139186438,472.7908715741898,2.674669082798687
1983-0081,Hokkaido,1983-0081,1983,1983,earthquake,Tsunami,Japan,JPN,Hokkaido,Hokkaido,Sapporo-shi,Hokkaido,"Nihon- Kai-Chubu, Western Honshu, Akita, Aomori, Hokkaido",1983.0,1983.0,1980.0,77.0,1310187000.0,9.117333285939855,1310187000.0,1310187000.0,False,43.38571051,142.5523179,5617369.0,False,True,1.3707484767335028,233.23854993325168,2.367800332706369
1983-0081,Hyogo,1983-0081,1983,1983,earthquake,Tsunami,Japan,JPN,Kansai,Honshu,Kobe-shi,Honshu,"Nihon- Kai-Chubu, Western Honshu, Akita, Aomori, Hokkaido",1983.0,1983.0,1980.0,77.0,1310187000.0,9.117333285939855,1310187000.0,1310187000.0,False,35.04016741,134.8281039,5198155.2,False,True,1.4812947485677226,252.04845749892192,2.40148404396121
1983-0081,Ibaraki,1983-0081,1983,1983,earthquake,Tsunami,Japan,JPN,Kanto,Honshu,Mito-shi,Honshu,"Nihon- Kai-Chubu, Western Honshu, Akita, Aomori, Hokkaido",1983.0,1983.0,1980.0,77.0,1310187000.0,9.117333285939855,1310187000.0,1310187000.0,False,36.30496862,140.32148,2624806.2,False,True,2.933549913132634,499.1557090957801,2.698236042722714
1983-0081,Ishikawa,1983-0081,1983,1983,earthquake,Tsunami,Japan,JPN,Chubu,Honshu,Kanazawa-shi,Ishkawa,"Nihon- Kai-Chubu, Western Honshu, Akita, Aomori, Hokkaido",1983.0,1983.0,1980.0,77.0,1310187000.0,9.117333285939855,1310187000.0,1310187000.0,False,36.76865008,136.7700187,1132512.4,False,True,6.799042553529658,1156.8853462443326,3.0632903200919914
1983-0081,Iwate,1983-0081,1983,1983,earthquake,Tsunami,Japan,JPN,Tohoku,Honshu,Morioka-shi,Honshu,"Nihon- Kai-Chubu, Western Honshu, Akita, Aomori, Hokkaido",1983.0,1983.0,1980.0,77.0,1310187000.0,9.117333285939855,1310187000.0,1310187000.0,False,39.59372366,141.3612107,1426600.6,False,True,5.397446208840792,918.3979033795443,2.963030883599484
1983-0081,Kanagawa,1983-0081,1983,1983,earthquake,Tsunami,Japan,JPN,Kanto,Honshu,Yokohama-shi,Kanagawa,"Nihon- Kai-Chubu, Western Honshu, Akita, Aomori, Hokkaido",1983.0,1983.0,1980.0,77.0,1310187000.0,9.117333285939855,1310187000.0,1310187000.0,False,35.41334278,139.3360646,7127398.4,False,True,1.080338093630349,183.82401634795664,2.264402250717231
1983-0081,Kyoto,1983-0081,1983,1983,earthquake,Tsunami,Japan,JPN,Kansai,Honshu,Kyoto-shi,Honshu,"Nihon- Kai-Chubu, Western Honshu, Akita, Aomori, Hokkaido",1983.0,1983.0,1980.0,77.0,1310187000.0,9.117333285939855,1310187000.0,1310187000.0,False,35.25443838,135.4419032,2551027.6,False,True,3.0183914905507097,513.5918560818393,2.7106181285990374
1983-0081,Mie,1983-0081,1983,1983,earthquake,Tsunami,Japan,JPN,Kansai,Honshu,Tsu-shi,Honshu,"Nihon- Kai-Chubu, Western Honshu, Akita, Aomori, Hokkaido",1983.0,1983.0,1980.0,77.0,1310187000.0,9.117333285939855,1310187000.0,1310187000.0,False,34.50852184,136.375217,1711086.0,False,True,4.500066039930196,765.7049382672759,2.8840614480020124
1983-0081,Miyagi,1983-0081,1983,1983,earthquake,Tsunami,Japan,JPN,Tohoku,Honshu,Sendai-shi,Honshu,"Nihon- Kai-Chubu, Western Honshu, Akita, Aomori, Hokkaido",1983.0,1983.0,1980.0,77.0,1310187000.0,9.117333285939855,1310187000.0,1310187000.0,False,38.44659069,140.9261804,2119910.0,False,True,3.632229670127505,618.0389733526423,2.7910158624323613
1983-0081,Nagano,1983-0081,1983,1983,earthquake,Tsunami,Japan,JPN,Chubu,Honshu,Nagano-shi,Kai-Chubu,"Nihon- Kai-Chubu, Western Honshu, Akita, Aomori, Hokkaido",1983.0,1983.0,1980.0,77.0,1310187000.0,9.117333285939855,1310187000.0,1310187000.0,False,36.13138656,138.0456173,2105131.2,False,True,3.657729266470422,622.377835642738,2.79405411799601
1983-0081,Nara,1983-0081,1983,1983,earthquake,Tsunami,Japan,JPN,Kansai,Honshu,Nara-shi,Nara,"Nihon- Kai-Chubu, Western Honshu, Akita, Aomori, Hokkaido",1983.0,1983.0,1980.0,77.0,1310187000.0,9.117333285939855,1310187000.0,1310187000.0,False,34.31780384,135.8717335,1247565.4,False,True,6.172021122099091,1050.1950438830702,3.02126996441827
1983-0081,Niigata,1983-0081,1983,1983,earthquake,Tsunami,Japan,JPN,Chubu,Honshu,Niigata-shi,Kai-Chubu,"Nihon- Kai-Chubu, Western Honshu, Akita, Aomori, Hokkaido",1983.0,1983.0,1980.0,77.0,1310187000.0,9.117333285939855,1310187000.0,1310187000.0,False,37.52181911,138.9186474,2462202.2,False,True,3.1272817480221566,532.1199859215461,2.7260095709195338
1983-0081,Okayama,1983-0081,1983,1983,earthquake,Tsunami,Japan,JPN,Chugoku,Honshu,Okayama-shi,Okayama,"Nihon- Kai-Chubu, Western Honshu, Akita, Aomori, Hokkaido",1983.0,1983.0,1980.0,77.0,1310187000.0,9.117333285939855,1310187000.0,1310187000.0,False,34.89245983,133.8262517,1889376.2,False,True,4.07541917803347,693.4495099493685,2.8410148455843096
