prefecture_norm,year,population_final
Okinawa,1886,373587.0
Okinawa,1887,378809.0
Okinawa,1888,375280.0
Okinawa,1889,374266.0
Okinawa,1890,381142.0
Okinawa,1891,406622.0
Okinawa,1892,412354.0
Okinawa,1893,419970.0
Okinawa,1894,421769.0
Okinawa,1895,432078.0
Okinawa,1896,439578.0
Okinawa,1897,442834.0
Okinawa,1898,449112.0
Okinawa,1899,460221.0
Okinawa,1904,476230.0
Okinawa,1909,502309.0
Okinawa,1914,534415.0
Okinawa,1919,580940.0
Okinawa,1921,571572.0
Okinawa,1926,557622.0
Okinawa,1931,577509.0
Okinawa,1936,592494.0
Okinawa,1941,574579.0
Okinawa,1944,590480.0
Okinawa,1951,917875.0
Okinawa,1956,801065.0
Okinawa,1961,883122.0
Okinawa,1966,934176.0
Okinawa,1971,945111.0
Okinawa,1976,1042572.0
Okinawa,1981,1106559.0
Okinawa,1986,1179097.0
Okinawa,1991,1222398.0
Okinawa,1996,1283000.0
Okinawa,1997,1291000.0
Okinawa,1998,1301000.0
Okinawa,1999,1312000.0
Okinawa,2001,1329000.0
Okinawa,2002,1339000.0
Okinawa,2003,1349000.0
Okinawa,2004,1359000.0
Okinawa,2006,1368000.0
Okinawa,2007,1373000.0
Okinawa,2008,1376000.0
Okinawa,2009,1382000.0
Okinawa,2010,1393000.0
Okinawa,2011,1401000.0
Okinawa,2012,1409000.0
Okinawa,2013,1415000.0
Okinawa,2014,1421000.0
Okinawa,2015,1434000.0
Okinawa,2016,1439000.0
Okinawa,2017,1443000.0
Okinawa,2018,1448000.0
Okinawa,2019,1453000.0
Okinawa,2020,1467000.0
Okinawa,2021,1468000.0
Okinawa,2022,1468000.0
Okinawa,2023,1468000.0
Okinawa,2024,1466000.0
Osaka,1872,1108030.0
Osaka,1873,1113489.0
Osaka,1874,1122769.0
Osaka,1875,1143018.0
Osaka,1876,1152217.0
Osaka,1877,1463688.0
Osaka,1878,1476807.0
Osaka,1879,1534018.0
Osaka,1880,1540075.0
Osaka,1881,1547440.0
Osaka,1882,1572333.0
Osaka,1883,1585696.0
Osaka,1884,1653157.0
Osaka,1885,1681935.0
Osaka,1886,1691243.0
Osaka,1887,1695196.0
Osaka,1888,1245695.0
Osaka,1889,1281150.0
Osaka,1890,1324216.0
Osaka,1891,1348317.0
Osaka,1892,1357358.0
Osaka,1893,1370232.0
Osaka,1894,1380768.0
Osaka,1895,1400308.0
Osaka,1896,1422750.0
Osaka,1897,1456176.0
Osaka,1898,1503771.0
Osaka,1899,1600923.0
Osaka,1904,1823456.0
Osaka,1909,2144030.0
Osaka,1914,2461067.0
Osaka,1919,2888492.0
Osaka,1921,2587847.0
Osaka,1926,3059502.0
Osaka,1931,3540017.0
Osaka,1936,4297174.0
Osaka,1941,4792966.0
Osaka,1944,4412953.0
Osaka,1946,2888549.0
Osaka,1948,3334659.0
Osaka,1949,3515225.0
Osaka,1951,3857047.0
Osaka,1956,4618308.0
Osaka,1961,5504746.0
Osaka,1966,6657189.0
Osaka,1971,7620480.0
Osaka,1976,8278925.0
Osaka,1981,8473446.0
Osaka,1986,8668095.0
Osaka,1991,8734516.0
Osaka,1996,8804000.0
Osaka,1997,8802000.0
Osaka,1998,8804000.0
Osaka,1999,8801000.0
Osaka,2001,8818000.0
Osaka,2002,8815000.0
Osaka,2003,8816000.0
Osaka,2004,8814000.0
Osaka,2006,8815000.0
Osaka,2007,8812000.0
Osaka,2008,8806000.0
Osaka,2009,8801000.0
Osaka,2010,8865000.0
Osaka,2011,8861000.0
Osaka,2012,8856000.0
Osaka,2013,8849000.0
Osaka,2014,8836000.0
Osaka,2015,8839000.0
Osaka,2016,8833000.0
Osaka,2017,8823000.0
Osaka,2018,8813000.0
Osaka,2019,8809000.0
Osaka,2020,8838000.0
Osaka,2021,8806000.0
Osaka,2022,8782000.0
Osaka,2023,8763000.0
Osaka,2024,8757000.0
Saga,1872,506667.0
Saga,1873,480034.0
Saga,1874,486946.0
Saga,1875,487008.0
Saga,1876,491260.0
Saga,1884,519712.0
Saga,1885,522697.0
Saga,1886,527244.0
Saga,1887,534981.0
Saga,1888,547832.0
Saga,1889,553423.0
Saga,1890,560594.0
Saga,1891,565568.0
Saga,1892,568925.0
Saga,1893,569831.0
Saga,1894,577175.0
Saga,1895,579844.0
Saga,1896,587287.0
Saga,1897,596275.0
Saga,1898,599679.0
Saga,1899,618679.0
Saga,1904,654593.0
Saga,1909,671531.0
Saga,1914,693611.0
Saga,1919,679322.0
Saga,1921,673895.0
Saga,1926,684831.0
Saga,1931,691565.0
Saga,1936,686117.0
Saga,1941,701517.0
Saga,1944,705651.0
Saga,1946,843561.5
Saga,1948,917797.0
Saga,1949,931336.0
Saga,1951,945082.0
Saga,1956,973749.0
Saga,1961,942874.0
Saga,1966,871885.0
Saga,1971,838468.0
Saga,1976,837674.0
Saga,1981,865574.0
Saga,1986,880013.0
Saga,1991,877851.0
Saga,1996,886000.0
Saga,1997,885000.0
Saga,1998,884000.0
Saga,1999,884000.0
Saga,2001,876000.0
Saga,2002,874000.0
Saga,2003,872000.0
Saga,2004,870000.0
Saga,2006,863000.0
Saga,2007,859000.0
Saga,2008,856000.0
Saga,2009,852000.0
Saga,2010,850000.0
Saga,2011,847000.0
Saga,2012,843000.0
Saga,2013,840000.0
Saga,2014,835000.0
Saga,2015,833000.0
Saga,2016,828000.0
Saga,2017,824000.0
Saga,2018,819000.0
Saga,2019,815000.0
Saga,2020,811000.0
Saga,2021,806000.0
Saga,2022,801000.0
Saga,2023,795000.0
Saga,2024,788000.0
Saitama,1872,837941.0
Saitama,1873,843918.0
Saitama,1874,1244349.0
Saitama,1875,1268853.0
Saitama,1876,1298608.0
Saitama,1877,901714.0
Saitama,1878,912528.0
Saitama,1879,929939.0
Saitama,1880,933955.0
Saitama,1881,952689.0
Saitama,1882,962717.0
Saitama,1883,970598.0
Saitama,1884,985889.0
Saitama,1885,994704.0
Saitama,1886,1004020.0
Saitama,1887,1015824.0
Saitama,1888,1039376.0
Saitama,1889,1054483.0
Saitama,1890,1069144.0
Saitama,1891,1081121.0
Saitama,1892,1087361.0
Saitama,1893,1098947.0
Saitama,1894,1109604.0
Saitama,1895,1119126.0
Saitama,1896,1137773.0
Saitama,1897,1147133.0
Saitama,1898,1152823.0
Saitama,1899,1175697.0
Saitama,1904,1240280.0
Saitama,1909,1284502.0
Saitama,1914,1343674.0
Saitama,1919,1391712.0
Saitama,1921,1319533.0
Saitama,1926,1394461.0
Saitama,1931,1459172.0
Saitama,1936,1528854.0
Saitama,1941,1608039.0
Saitama,1944,1647625.0
Saitama,1946,2037907.0
Saitama,1948,2100453.0
Saitama,1949,2132221.0
Saitama,1951,2146445.0
Saitama,1956,2262623.0
Saitama,1961,2430871.0
Saitama,1966,3014983.0
Saitama,1971,3866472.0
Saitama,1976,4821340.0
Saitama,1981,5420480.0
Saitama,1986,5863678.0
Saitama,1991,6405319.0
Saitama,1996,6809000.0
Saitama,1997,6852000.0
Saitama,1998,6894000.0
Saitama,1999,6929000.0
Saitama,2001,6978000.0
Saitama,2002,7001000.0
Saitama,2003,7029000.0
Saitama,2004,7047000.0
Saitama,2006,7071000.0
Saitama,2007,7090000.0
Saitama,2008,7113000.0
Saitama,2009,7130000.0
Saitama,2010,7195000.0
Saitama,2011,7207000.0
Saitama,2012,7212000.0
Saitama,2013,7222000.0
Saitama,2014,7239000.0
Saitama,2015,7267000.0
Saitama,2016,7289000.0
Saitama,2017,7310000.0
Saitama,2018,7330000.0
Saitama,2019,7350000.0
Saitama,2020,7345000.0
Saitama,2021,7340000.0
Saitama,2022,7337000.0
Saitama,2023,7331000.0
Saitama,2024,7332000.0
Shiga,1872,576564.0
Shiga,1873,578099.0
Shiga,1874,579704.0
Shiga,1875,584756.0
Shiga,1876,589747.0
Shiga,1877,711802.0
Shiga,1878,721099.0
Shiga,1879,729893.0
Shiga,1880,738211.0
Shiga,1881,745133.0
Shiga,1882,633447.0
Shiga,1883,639961.0
Shiga,1884,639634.0
Shiga,1885,645519.0
Shiga,1886,648339.0
Shiga,1887,654558.0
Shiga,1888,661323.0
Shiga,1889,667563.0
Shiga,1890,671788.0
Shiga,1891,677502.0
Shiga,1892,678775.0
Shiga,1893,681145.0
Shiga,1894,682455.0
Shiga,1895,686715.0
Shiga,1896,690043.0
Shiga,1897,689723.0
Shiga,1898,688343.0
Shiga,1899,694606.0
Shiga,1904,716920.0
Shiga,1909,694370.0
Shiga,1914,697369.0
Shiga,1919,703944.0
Shiga,1921,651050.0
Shiga,1926,662412.0
Shiga,1931,691631.0
Shiga,1936,711436.0
Shiga,1941,703679.0
Shiga,1944,691972.0
Shiga,1946,846108.5
Shiga,1948,858367.0
Shiga,1949,872775.0
Shiga,1951,861180.0
Shiga,1956,853734.0
Shiga,1961,842695.0
Shiga,1966,853385.0
Shiga,1971,889768.0
Shiga,1976,985621.0
Shiga,1981,1079898.0
Shiga,1986,1155844.0
Shiga,1991,1222411.0
Shiga,1996,1298000.0
Shiga,1997,1311000.0
Shiga,1998,1323000.0
Shiga,1999,1333000.0
Shiga,2001,1353000.0
Shiga,2002,1359000.0
Shiga,2003,1366000.0
Shiga,2004,1372000.0
Shiga,2006,1389000.0
Shiga,2007,1396000.0
Shiga,2008,1402000.0
Shiga,2009,1405000.0
Shiga,2010,1411000.0
Shiga,2011,1414000.0
Shiga,2012,1415000.0
Shiga,2013,1416000.0
Shiga,2014,1416000.0
Shiga,2015,1413000.0
Shiga,2016,1413000.0
Shiga,2017,1413000.0
Shiga,2018,1412000.0
Shiga,2019,1414000.0
Shiga,2020,1414000.0
Shiga,2021,1411000.0
Shiga,2022,1409000.0
Shiga,2023,1407000.0
Shiga,2024,1402000.0
Shimane,1872,599653.0
Shimane,1873,602257.0
Shimane,1874,604020.0
Shimane,1875,608853.0
Shimane,1876,613425.0
Shimane,1877,1017361.0
Shimane,1878,1023678.0
Shimane,1879,1034581.0
Shimane,1880,1037260.0
Shimane,1881,1043865.0
Shimane,1882,669410.0
Shimane,1883,674984.0
Shimane,1884,678813.0
Shimane,1885,682536.0
Shimane,1886,684856.0
Shimane,1887,684257.0
Shimane,1888,688127.0
Shimane,1889,692101.0
Shimane,1890,695782.0
Shimane,1891,697878.0
Shimane,1892,700665.0
Shimane,1893,703256.0
Shimane,1894,702301.0
Shimane,1895,700921.0
Shimane,1896,705674.0
Shimane,1897,706028.0
Shimane,1898,709065.0
Shimane,1899,716586.0
Shimane,1904,731295.0
Shimane,1909,738048.0
Shimane,1914,758754.0
Shimane,1919,717530.0
Shimane,1921,714712.0
Shimane,1926,722402.0
Shimane,1931,739507.0
Shimane,1936,747119.0
Shimane,1941,740940.0
Shimane,1944,729819.0
Shimane,1946,854635.0
Shimane,1948,894267.0
Shimane,1949,903576.0
Shimane,1951,912551.0
Shimane,1956,929066.0
Shimane,1961,888886.0
Shimane,1966,821620.0
Shimane,1971,773575.0
Shimane,1976,768886.0
Shimane,1981,784795.0
Shimane,1986,794629.0
Shimane,1991,781021.0
Shimane,1996,770000.0
Shimane,1997,768000.0
Shimane,1998,766000.0
Shimane,1999,764000.0
Shimane,2001,761000.0
Shimane,2002,757000.0
Shimane,2003,753000.0
Shimane,2004,749000.0
Shimane,2006,737000.0
Shimane,2007,731000.0
Shimane,2008,725000.0
Shimane,2009,718000.0
Shimane,2010,717000.0
Shimane,2011,712000.0
Shimane,2012,707000.0
Shimane,2013,702000.0
Shimane,2014,697000.0
Shimane,2015,694000.0
Shimane,2016,690000.0
Shimane,2017,685000.0
Shimane,2018,680000.0
Shimane,2019,674000.0
Shimane,2020,671000.0
Shimane,2021,665000.0
Shimane,2022,658000.0
Shimane,2023,650000.0
Shimane,2024,642000.0
Shizuoka,1872,1123015.0
Shizuoka,1873,1128572.0
Shizuoka,1874,1131527.0
Shizuoka,1875,1152198.0
Shizuoka,1876,1160036.0
Shizuoka,1877,968814.0
Shizuoka,1878,976405.0
Shizuoka,1879,980766.0
Shizuoka,1880,970022.0
Shizuoka,1881,972265.0
Shizuoka,1882,980793.0
Shizuoka,1883,985881.0
Shizuoka,1884,982512.0
Shizuoka,1885,991127.0
Shizuoka,1886,1002693.0
Shizuoka,1887,1019301.0
Shizuoka,1888,1038941.0
Shizuoka,1889,1058226.0
Shizuoka,1890,1070841.0
Shizuoka,1891,1084562.0
Shizuoka,1892,1094476.0
Shizuoka,1893,1105875.0
Shizuoka,1894,1117127.0
Shizuoka,1895,1128584.0
Shizuoka,1896,1148653.0
Shizuoka,1897,1162613.0
Shizuoka,1898,1175982.0
Shizuoka,1899,1200322.0
Shizuoka,1904,1293470.0
Shizuoka,1909,1376048.0
Shizuoka,1914,1483712.0
Shizuoka,1919,1591772.0
Shizuoka,1921,1550387.0
Shizuoka,1926,1671217.0
Shizuoka,1931,1797805.0
Shizuoka,1936,1939860.0
Shizuoka,1941,2017860.0
Shizuoka,1944,2027856.0
Shizuoka,1946,2240208.5
Shizuoka,1948,2353005.0
Shizuoka,1949,2407102.0
Shizuoka,1951,2471472.0
Shizuoka,1956,2650435.0
Shizuoka,1961,2756271.0
Shizuoka,1966,2912521.0
Shizuoka,1971,3089895.0
Shizuoka,1976,3308799.0
Shizuoka,1981,3446804.0
Shizuoka,1986,3574692.0
Shizuoka,1991,3670840.0
Shizuoka,1996,3749000.0
Shizuoka,1997,3760000.0
Shizuoka,1998,3770000.0
Shizuoka,1999,3776000.0
Shizuoka,2001,3781000.0
Shizuoka,2002,3786000.0
Shizuoka,2003,3793000.0
Shizuoka,2004,3795000.0
Shizuoka,2006,3797000.0
Shizuoka,2007,3801000.0
Shizuoka,2008,3800000.0
Shizuoka,2009,3792000.0
Shizuoka,2010,3765000.0
Shizuoka,2011,3749000.0
Shizuoka,2012,3735000.0
Shizuoka,2013,3723000.0
Shizuoka,2014,3705000.0
Shizuoka,2015,3700000.0
Shizuoka,2016,3688000.0
Shizuoka,2017,3675000.0
Shizuoka,2018,3659000.0
Shizuoka,2019,3644000.0
Shizuoka,2020,3633000.0
Shizuoka,2021,3608000.0
Shizuoka,2022,3582000.0
Shizuoka,2023,3555000.0
Shizuoka,2024,3527000.0
Tochigi,1872,623058.0
Tochigi,1873,626994.0
Tochigi,1874,636348.0
Tochigi,1875,648503.0
Tochigi,1876,665724.0
Tochigi,1877,543245.0
Tochigi,1878,550271.0
Tochigi,1879,570843.0
Tochigi,1880,581358.0
Tochigi,1881,593383.0
Tochigi,1882,600627.0
Tochigi,1883,609000.0
Tochigi,1884,627441.0
Tochigi,1885,635751.0
Tochigi,1886,641420.0
Tochigi,1887,655880.0
Tochigi,1888,670042.0
Tochigi,1889,684341.0
Tochigi,1890,699121.0
Tochigi,1891,713362.0
Tochigi,1892,722510.0
Tochigi,1893,731893.0
Tochigi,1894,744426.0
Tochigi,1895,751874.0
Tochigi,1896,767478.0
Tochigi,1897,781864.0
Tochigi,1898,798946.0
Tochigi,1899,829630.0
Tochigi,1904,912274.0
Tochigi,1909,977437.0
Tochigi,1914,1044177.0
Tochigi,1919,1103333.0
Tochigi,1921,1046479.0
Tochigi,1926,1090428.0
Tochigi,1931,1141737.0
Tochigi,1936,1195057.0
Tochigi,1941,1206657.0
Tochigi,1944,1203679.0
Tochigi,1946,1524987.0
Tochigi,1948,1534311.0
Tochigi,1949,1557860.0
Tochigi,1951,1550462.0
Tochigi,1956,1547580.0
Tochigi,1961,1513624.0
Tochigi,1966,1521656.0
Tochigi,1971,1580021.0
Tochigi,1976,1698003.0
Tochigi,1981,1792201.0
Tochigi,1986,1866066.0
Tochigi,1991,1935168.0
Tochigi,1996,1993000.0
Tochigi,1997,2001000.0
Tochigi,1998,2008000.0
Tochigi,1999,2012000.0
Tochigi,2001,2010000.0
Tochigi,2002,2010000.0
Tochigi,2003,2011000.0
Tochigi,2004,2013000.0
Tochigi,2006,2015000.0
Tochigi,2007,2014000.0
Tochigi,2008,2011000.0
Tochigi,2009,2006000.0
Tochigi,2010,2008000.0
Tochigi,2011,2000000.0
Tochigi,2012,1992000.0
Tochigi,2013,1986000.0
Tochigi,2014,1980000.0
Tochigi,2015,1974000.0
Tochigi,2016,1966000.0
Tochigi,2017,1957000.0
Tochigi,2018,1946000.0
Tochigi,2019,1934000.0
Tochigi,2020,1933000.0
Tochigi,2021,1921000.0
Tochigi,2022,1909000.0
Tochigi,2023,1897000.0
Tochigi,2024,1885000.0
Tokushima,1881,637550.0
Tokushima,1882,642172.0
Tokushima,1883,649616.0
Tokushima,1884,651109.0
Tokushima,1885,651731.0
Tokushima,1886,656064.0
Tokushima,1887,661548.0
Tokushima,1888,670963.0
Tokushima,1889,676154.0
Tokushima,1890,681863.0
Tokushima,1891,683994.0
Tokushima,1892,682225.0
Tokushima,1893,682398.0
Tokushima,1894,679046.0
Tokushima,1895,670745.0
Tokushima,1896,674976.0
Tokushima,1897,675570.0
Tokushima,1898,676694.0
Tokushima,1899,688123.0
Tokushima,1904,707545.0
Tokushima,1909,720888.0
Tokushima,1914,742320.0
Tokushima,1919,744088.0
Tokushima,1921,670212.0
Tokushima,1926,689814.0
Tokushima,1931,716544.0
Tokushima,1936,728748.0
Tokushima,1941,718717.0
Tokushima,1944,703260.0
Tokushima,1946,832584.0
Tokushima,1948,854811.0
Tokushima,1949,869290.0
Tokushima,1951,878511.0
Tokushima,1956,878109.0
Tokushima,1961,847274.0
Tokushima,1966,815115.0
Tokushima,1971,791111.0
Tokushima,1976,805166.0
Tokushima,1981,825261.0
Tokushima,1986,834889.0
Tokushima,1991,831598.0
Tokushima,1996,832000.0
Tokushima,1997,831000.0
Tokushima,1998,831000.0
Tokushima,1999,830000.0
Tokushima,2001,822000.0
Tokushima,2002,820000.0
Tokushima,2003,817000.0
Tokushima,2004,813000.0
Tokushima,2006,805000.0
Tokushima,2007,800000.0
Tokushima,2008,794000.0
Tokushima,2009,789000.0
Tokushima,2010,785000.0
Tokushima,2011,780000.0
Tokushima,2012,776000.0
Tokushima,2013,770000.0
Tokushima,2014,764000.0
Tokushima,2015,756000.0
Tokushima,2016,750000.0
Tokushima,2017,743000.0
Tokushima,2018,736000.0
Tokushima,2019,728000.0
Tokushima,2020,720000.0
Tokushima,2021,712000.0
Tokushima,2022,704000.0
Tokushima,2023,695000.0
Tokushima,2024,685000.0
Tokyo,1872,779361.0
Tokyo,1873,813504.0
Tokyo,1874,830935.0
Tokyo,1875,855270.0
Tokyo,1876,1081585.0
Tokyo,1877,877049.0
Tokyo,1878,881443.0
Tokyo,1879,953776.0
Tokyo,1880,957144.0
Tokyo,1881,979109.0
Tokyo,1882,987911.0
Tokyo,1883,999623.0
Tokyo,1884,1217542.0
Tokyo,1885,1233843.0
Tokyo,1886,1276506.0
Tokyo,1887,1455647.0
Tokyo,1888,1509757.0
Tokyo,1889,1559517.0
Tokyo,1890,1628551.0
Tokyo,1891,1486671.0
Tokyo,1892,1500026.0
Tokyo,1893,1519583.0
Tokyo,1894,1790731.0
Tokyo,1895,1829583.0
Tokyo,1896,1867913.0
Tokyo,1897,1907174.0
Tokyo,1898,1948581.0
Tokyo,1899,2101784.0
Tokyo,1904,2532677.0
Tokyo,1909,3053946.0
Tokyo,1914,3145365.0
Tokyo,1919,3719335.0
Tokyo,1921,3699428.0
Tokyo,1926,4485144.0
Tokyo,1931,5408678.0
Tokyo,1936,6369919.0
Tokyo,1941,7354971.0
Tokyo,1944,7271001.0
Tokyo,1946,3835678.0
Tokyo,1948,5000777.0
Tokyo,1949,5417871.0
Tokyo,1951,6277500.0
Tokyo,1956,8037084.0
Tokyo,1961,9683802.0
Tokyo,1966,10869244.0
Tokyo,1971,11408071.0
Tokyo,1976,11673554.0
Tokyo,1981,11618281.0
Tokyo,1986,11829363.0
Tokyo,1991,11855563.0
Tokyo,1996,11772000.0
Tokyo,1997,11808000.0
Tokyo,1998,11830000.0
Tokyo,1999,11837000.0
Tokyo,2001,12138000.0
Tokyo,2002,12219000.0
Tokyo,2003,12310000.0
Tokyo,2004,12378000.0
Tokyo,2006,12659000.0
Tokyo,2007,12758000.0
Tokyo,2008,12838000.0
Tokyo,2009,12868000.0
Tokyo,2010,13159000.0
Tokyo,2011,13196000.0
Tokyo,2012,13230000.0
Tokyo,2013,13300000.0
Tokyo,2014,13390000.0
Tokyo,2015,13515000.0
Tokyo,2016,13624000.0
Tokyo,2017,13724000.0
Tokyo,2018,13822000.0
Tokyo,2019,13921000.0
Tokyo,2020,14048000.0
Tokyo,2021,14010000.0
Tokyo,2022,14038000.0
Tokyo,2023,14086000.0
Tokyo,2024,14178000.0
Tottori,1872,385531.0
Tottori,1873,386186.0
Tottori,1874,388861.0
Tottori,1875,392589.0
Tottori,1876,395632.0
Tottori,1882,380915.0
Tottori,1883,379747.0
Tottori,1884,381300.0
Tottori,1885,381838.0
Tottori,1886,383241.0
Tottori,1887,386083.0
Tottori,1888,390061.0
Tottori,1889,394333.0
Tottori,1890,399060.0
Tottori,1891,401697.0
Tottori,1892,403589.0
Tottori,1893,405725.0
Tottori,1894,404321.0
Tottori,1895,404111.0
Tottori,1896,407650.0
Tottori,1897,411585.0
Tottori,1898,412965.0
Tottori,1899,421020.0
Tottori,1904,435959.0
Tottori,1909,441142.0
Tottori,1914,470674.0
Tottori,1919,465281.0
Tottori,1921,454675.0
Tottori,1926,472230.0
Tottori,1931,489266.0
Tottori,1936,490461.0
Tottori,1941,484390.0
Tottori,1944,476284.0
Tottori,1946,560324.5
Tottori,1948,587606.0
Tottori,1949,592863.0
Tottori,1951,600177.0
Tottori,1956,614259.0
Tottori,1961,599135.0
Tottori,1966,579853.0
Tottori,1971,568777.0
Tottori,1976,581311.0
Tottori,1981,604221.0
Tottori,1986,616024.0
Tottori,1991,615722.0
Tottori,1996,614000.0
Tottori,1997,614000.0
Tottori,1998,615000.0
Tottori,1999,614000.0
Tottori,2001,613000.0
Tottori,2002,612000.0
Tottori,2003,611000.0
Tottori,2004,609000.0
Tottori,2006,604000.0
Tottori,2007,600000.0
Tottori,2008,595000.0
Tottori,2009,591000.0
Tottori,2010,589000.0
Tottori,2011,585000.0
Tottori,2012,582000.0
Tottori,2013,578000.0
Tottori,2014,574000.0
Tottori,2015,573000.0
Tottori,2016,570000.0
Tottori,2017,565000.0
Tottori,2018,560000.0
Tottori,2019,556000.0
Tottori,2020,553000.0
Tottori,2021,549000.0
Tottori,2022,544000.0
Tottori,2023,537000.0
Tottori,2024,531000.0
Toyama,1884,701622.0
Toyama,1885,706014.0
Toyama,1886,712532.0
Toyama,1887,715384.0
Toyama,1888,726078.0
Toyama,1889,738445.0
Toyama,1890,745248.0
Toyama,1891,754105.0
Toyama,1892,759040.0
Toyama,1893,763105.0
Toyama,1894,764196.0
Toyama,1895,763450.0
Toyama,1896,764399.0
Toyama,1897,762892.0
Toyama,1898,754799.0
Toyama,1899,766407.0
Toyama,1904,776851.0
Toyama,1909,770665.0
Toyama,1914,805613.0
Toyama,1919,803191.0
Toyama,1921,724276.0
Toyama,1926,749243.0
Toyama,1931,778953.0
Toyama,1936,798890.0
Toyama,1941,822569.0
Toyama,1944,819614.0
Toyama,1946,943251.5
Toyama,1948,979229.0
Toyama,1949,998349.0
Toyama,1951,1008790.0
Toyama,1956,1021121.0
Toyama,1961,1032614.0
Toyama,1966,1025465.0
Toyama,1971,1029695.0
Toyama,1976,1070791.0
Toyama,1981,1103459.0
Toyama,1986,1118369.0
Toyama,1991,1120161.0
Toyama,1996,1126000.0
Toyama,1997,1126000.0
Toyama,1998,1126000.0
Toyama,1999,1125000.0
Toyama,2001,1121000.0
Toyama,2002,1119000.0
Toyama,2003,1117000.0
Toyama,2004,1117000.0
Toyama,2006,1110000.0
Toyama,2007,1106000.0
Toyama,2008,1101000.0
Toyama,2009,1095000.0
Toyama,2010,1093000.0
Toyama,2011,1088000.0
Toyama,2012,1082000.0
Toyama,2013,1076000.0
Toyama,2014,1070000.0
Toyama,2015,1066000.0
Toyama,2016,1061000.0
Toyama,2017,1056000.0
Toyama,2018,1050000.0
Toyama,2019,1044000.0
Toyama,2020,1035000.0
Toyama,2021,1025000.0
Toyama,2022,1017000.0
Toyama,2023,1007000.0
Toyama,2024,997000.0
Wakayama,1872,556919.0
Wakayama,1873,562410.0
Wakayama,1874,565696.0
Wakayama,1875,572436.0
Wakayama,1876,579112.0
Wakayama,1877,584976.0
Wakayama,1878,591668.0
Wakayama,1879,602075.0
Wakayama,1880,601236.0
Wakayama,1881,603723.0
Wakayama,1882,606754.0
Wakayama,1883,610182.0
Wakayama,1884,612505.0
Wakayama,1885,618026.0
Wakayama,1886,619343.0
Wakayama,1887,613862.0
Wakayama,1888,621554.0
Wakayama,1889,623842.0
Wakayama,1890,627332.0
Wakayama,1891,630373.0
Wakayama,1892,630667.0
Wakayama,1893,633771.0
Wakayama,1894,634494.0
Wakayama,1895,636699.0
Wakayama,1896,644983.0
Wakayama,1897,651021.0
Wakayama,1898,656025.0
Wakayama,1899,672225.0
Wakayama,1904,697766.0
Wakayama,1909,723357.0
Wakayama,1914,770293.0
Wakayama,1919,795400.0
Wakayama,1921,750411.0
Wakayama,1926,787511.0
Wakayama,1931,830748.0
Wakayama,1936,864087.0
Wakayama,1941,865074.0
Wakayama,1944,847388.0
Wakayama,1946,934618.5
Wakayama,1948,959999.0
Wakayama,1949,979982.0
Wakayama,1951,982113.0
Wakayama,1956,1006819.0
Wakayama,1961,1002191.0
Wakayama,1966,1026975.0
Wakayama,1971,1042736.0
Wakayama,1976,1072118.0
Wakayama,1981,1087012.0
Wakayama,1986,1087206.0
Wakayama,1991,1074325.0
Wakayama,1996,1080000.0
Wakayama,1997,1078000.0
Wakayama,1998,1076000.0
Wakayama,1999,1074000.0
Wakayama,2001,1066000.0
Wakayama,2002,1061000.0
Wakayama,2003,1056000.0
Wakayama,2004,1050000.0
Wakayama,2006,1028000.0
Wakayama,2007,1019000.0
Wakayama,2008,1012000.0
Wakayama,2009,1004000.0
Wakayama,2010,1002000.0
Wakayama,2011,995000.0
Wakayama,2012,988000.0
Wakayama,2013,979000.0
Wakayama,2014,971000.0
Wakayama,2015,964000.0
Wakayama,2016,954000.0
Wakayama,2017,945000.0
Wakayama,2018,935000.0
Wakayama,2019,925000.0
Wakayama,2020,923000.0
Wakayama,2021,914000.0
Wakayama,2022,903000.0
Wakayama,2023,892000.0
Wakayama,2024,880000.0
Yamagata,1872,299291.0
Yamagata,1873,302743.0
Yamagata,1874,307535.0
Yamagata,1875,309837.0
Yamagata,1876,312313.0
Yamagata,1877,657613.0
Yamagata,1878,662913.0
Yamagata,1879,681180.0
Yamagata,1880,682929.0
Yamagata,1881,687718.0
Yamagata,1882,693360.0
Yamagata,1883,695533.0
Yamagata,1884,705507.0
Yamagata,1885,709145.0
Yamagata,1886,717252.0
Yamagata,1887,722978.0
Yamagata,1888,732913.0
Yamagata,1889,741896.0
Yamagata,1890,750840.0
Yamagata,1891,756909.0
Yamagata,1892,764701.0
Yamagata,1893,773015.0
Yamagata,1894,778280.0
Yamagata,1895,781727.0
Yamagata,1896,790779.0
Yamagata,1897,800831.0
Yamagata,1898,811039.0
Yamagata,1899,827138.0
Yamagata,1904,879564.0
Yamagata,1909,913445.0
Yamagata,1914,965356.0
Yamagata,1919,987053.0
Yamagata,1921,968925.0
Yamagata,1926,1027297.0
Yamagata,1931,1080034.0
Yamagata,1936,1116822.0
Yamagata,1941,1119338.0
Yamagata,1944,1083569.0
Yamagata,1946,1310642.0
Yamagata,1948,1335653.0
Yamagata,1949,1346492.0
Yamagata,1951,1357347.0
Yamagata,1956,1353649.0
Yamagata,1961,1320664.0
Yamagata,1966,1263103.0
Yamagata,1971,1225618.0
Yamagata,1976,1220302.0
Yamagata,1981,1251917.0
Yamagata,1986,1261662.0
Yamagata,1991,1258390.0
Yamagata,1996,1256000.0
