prefecture_norm,year,population_final
Yamagata,1997,1255000.0
Yamagata,1998,1253000.0
Yamagata,1999,1250000.0
Yamagata,2001,1241000.0
Yamagata,2002,1235000.0
Yamagata,2003,1230000.0
Yamagata,2004,1223000.0
Yamagata,2006,1208000.0
Yamagata,2007,1198000.0
Yamagata,2008,1188000.0
Yamagata,2009,1179000.0
Yamagata,2010,1169000.0
Yamagata,2011,1161000.0
Yamagata,2012,1152000.0
Yamagata,2013,1141000.0
Yamagata,2014,1131000.0
Yamagata,2015,1124000.0
Yamagata,2016,1113000.0
Yamagata,2017,1102000.0
Yamagata,2018,1090000.0
Yamagata,2019,1078000.0
Yamagata,2020,1068000.0
Yamagata,2021,1055000.0
Yamagata,2022,1041000.0
Yamagata,2023,1026000.0
Yamagata,2024,1011000.0
Yamaguchi,1872,827536.0
Yamaguchi,1873,830060.0
Yamaguchi,1874,836419.0
Yamaguchi,1875,838946.0
Yamaguchi,1876,844550.0
Yamaguchi,1877,850608.0
Yamaguchi,1878,855618.0
Yamaguchi,1879,875607.0
Yamaguchi,1880,877614.0
Yamaguchi,1881,883885.0
Yamaguchi,1882,888442.0
Yamaguchi,1883,897370.0
Yamaguchi,1884,897296.0
Yamaguchi,1885,900339.0
Yamaguchi,1886,899606.0
Yamaguchi,1887,897557.0
Yamaguchi,1888,911859.0
Yamaguchi,1889,914083.0
Yamaguchi,1890,922497.0
Yamaguchi,1891,927015.0
Yamaguchi,1892,929629.0
Yamaguchi,1893,937036.0
Yamaguchi,1894,938158.0
Yamaguchi,1895,939940.0
Yamaguchi,1896,948234.0
Yamaguchi,1897,952300.0
Yamaguchi,1898,961065.0
Yamaguchi,1899,979596.0
Yamaguchi,1904,1015156.0
Yamaguchi,1909,1044926.0
Yamaguchi,1914,1089791.0
Yamaguchi,1919,1099048.0
Yamaguchi,1921,1041013.0
Yamaguchi,1926,1094544.0
Yamaguchi,1931,1135637.0
Yamaguchi,1936,1190542.0
Yamaguchi,1941,1294242.0
Yamaguchi,1944,1357368.0
Yamaguchi,1946,1365993.5
Yamaguchi,1948,1479244.0
Yamaguchi,1949,1505532.0
Yamaguchi,1951,1540882.0
Yamaguchi,1956,1609839.0
Yamaguchi,1961,1602207.0
Yamaguchi,1966,1543573.0
Yamaguchi,1971,1511448.0
Yamaguchi,1976,1555218.0
Yamaguchi,1981,1587079.0
Yamaguchi,1986,1601627.0
Yamaguchi,1991,1572616.0
Yamaguchi,1996,1551000.0
Yamaguchi,1997,1547000.0
Yamaguchi,1998,1543000.0
Yamaguchi,1999,1538000.0
Yamaguchi,2001,1524000.0
Yamaguchi,2002,1518000.0
Yamaguchi,2003,1512000.0
Yamaguchi,2004,1504000.0
Yamaguchi,2006,1483000.0
Yamaguchi,2007,1474000.0
Yamaguchi,2008,1463000.0
Yamaguchi,2009,1455000.0
Yamaguchi,2010,1451000.0
Yamaguchi,2011,1442000.0
Yamaguchi,2012,1431000.0
Yamaguchi,2013,1420000.0
Yamaguchi,2014,1408000.0
Yamaguchi,2015,1405000.0
Yamaguchi,2016,1394000.0
Yamaguchi,2017,1383000.0
Yamaguchi,2018,1370000.0
Yamaguchi,2019,1358000.0
Yamaguchi,2020,1342000.0
Yamaguchi,2021,1328000.0
Yamaguchi,2022,1313000.0
Yamaguchi,2023,1298000.0
Yamaguchi,2024,1281000.0
Yamanashi,1872,360068.0
Yamanashi,1873,362973.0
Yamanashi,1874,364345.0
Yamanashi,1875,369255.0
Yamanashi,1876,374250.0
Yamanashi,1877,377944.0
Yamanashi,1878,381229.0
Yamanashi,1879,391123.0
Yamanashi,1880,395447.0
Yamanashi,1881,404299.0
Yamanashi,1882,409929.0
Yamanashi,1883,410246.0
Yamanashi,1884,416497.0
Yamanashi,1885,419444.0
Yamanashi,1886,425898.0
Yamanashi,1887,430996.0
Yamanashi,1888,437475.0
Yamanashi,1889,445182.0
Yamanashi,1890,452781.0
Yamanashi,1891,458534.0
Yamanashi,1892,463263.0
Yamanashi,1893,467337.0
Yamanashi,1894,471480.0
Yamanashi,1895,474959.0
Yamanashi,1896,482349.0
Yamanashi,1897,489412.0
Yamanashi,1898,492689.0
Yamanashi,1899,506497.0
Yamanashi,1904,540657.0
Yamanashi,1909,573341.0
Yamanashi,1914,608969.0
Yamanashi,1919,633224.0
Yamanashi,1921,583453.0
Yamanashi,1926,600675.0
Yamanashi,1931,631042.0
Yamanashi,1936,646727.0
Yamanashi,1941,663026.0
Yamanashi,1944,634897.0
Yamanashi,1946,818015.0
Yamanashi,1948,807251.0
Yamanashi,1949,815485.0
Yamanashi,1951,811369.0
Yamanashi,1956,807044.0
Yamanashi,1961,782062.0
Yamanashi,1966,763194.0
Yamanashi,1971,762029.0
Yamanashi,1976,783050.0
Yamanashi,1981,804256.0
Yamanashi,1986,832832.0
Yamanashi,1991,852966.0
Yamanashi,1996,886000.0
Yamanashi,1997,889000.0
Yamanashi,1998,892000.0
Yamanashi,1999,893000.0
Yamanashi,2001,890000.0
Yamanashi,2002,889000.0
Yamanashi,2003,887000.0
Yamanashi,2004,886000.0
Yamanashi,2006,880000.0
Yamanashi,2007,877000.0
Yamanashi,2008,871000.0
Yamanashi,2009,867000.0
Yamanashi,2010,863000.0
Yamanashi,2011,857000.0
Yamanashi,2012,852000.0
Yamanashi,2013,847000.0
Yamanashi,2014,841000.0
Yamanashi,2015,835000.0
Yamanashi,2016,830000.0
Yamanashi,2017,823000.0
Yamanashi,2018,817000.0
Yamanashi,2019,811000.0
Yamanashi,2020,810000.0
Yamanashi,2021,805000.0
Yamanashi,2022,802000.0
Yamanashi,2023,796000.0
Yamanashi,2024,791000.0
