disno,year,disaster_type_gdis,country,iso3,prefecture,prefecture_norm,region,island,capital,location_str,adm1,adm2,latitude,longitude,disno_core,disno_raw,disaster_type_emdat,disaster_subtype,start_year,end_year,decade,deaths,injured,affected,homeless,total_affected,human_impact_best,damage_adj_usd,damage_imputed_usd,damage_imputed_flag,damage_final_usd,damage_final_log10,location_str_emdat
1965-0055,1965,storm,Japan,JPN,Kyoto,Kyoto,Kansai,Honshu,Kyoto-shi,Honshu,Kyoto,,35.25443838,135.4419032,1965-0055,1965-0055-JPN,Storm,Tropical cyclone,1965.0,1965.0,1960.0,60.0,730.0,,,730.0,730.0,,4037235.784136182,True,4037235.784136182,6.606084113977818,"Shikoku, Honshu"
1965-0055,1965,storm,Japan,JPN,Mie,Mie,Kansai,Honshu,Tsu-shi,Honshu,Mie,,34.50852184,136.375217,1965-0055,1965-0055-JPN,Storm,Tropical cyclone,1965.0,1965.0,1960.0,60.0,730.0,,,730.0,730.0,,4037235.784136182,True,4037235.784136182,6.606084113977818,"Shikoku, Honshu"
1965-0055,1965,storm,Japan,JPN,Miyagi,Miyagi,Tohoku,Honshu,Sendai-shi,Honshu,Miyagi,,38.44659069,140.9261804,1965-0055,1965-0055-JPN,Storm,Tropical cyclone,1965.0,1965.0,1960.0,60.0,730.0,,,730.0,730.0,,4037235.784136182,True,4037235.784136182,6.606084113977818,"Shikoku, Honshu"
1965-0055,1965,storm,Japan,JPN,Nagano,Nagano,Chubu,Honshu,Nagano-shi,Honshu,Nagano,,36.13138656,138.0456173,1965-0055,1965-0055-JPN,Storm,Tropical cyclone,1965.0,1965.0,1960.0,60.0,730.0,,,730.0,730.0,,4037235.784136182,True,4037235.784136182,6.606084113977818,"Shikoku, Honshu"
1965-0055,1965,storm,Japan,JPN,Nara,Nara,Kansai,Honshu,Nara-shi,Nara,Nara,,34.31780384,135.8717335,1965-0055,1965-0055-JPN,Storm,Tropical cyclone,1965.0,1965.0,1960.0,60.0,730.0,,,730.0,730.0,,4037235.784136182,True,4037235.784136182,6.606084113977818,"Shikoku, Honshu"
1965-0055,1965,storm,Japan,JPN,Osaka,Osaka,Kansai,Honshu,osaka-shi,Osaka,Osaka,,34.62161449,135.5082161,1965-0055,1965-0055-JPN,Storm,Tropical cyclone,1965.0,1965.0,1960.0,60.0,730.0,,,730.0,730.0,,4037235.784136182,True,4037235.784136182,6.606084113977818,"Shikoku, Honshu"
1965-0055,1965,storm,Japan,JPN,Saitama,Saitama,Kanto,Honshu,Saitama-shi,Honshu,Saitama,,35.99757593,139.3488579,1965-0055,1965-0055-JPN,Storm,Tropical cyclone,1965.0,1965.0,1960.0,60.0,730.0,,,730.0,730.0,,4037235.784136182,True,4037235.784136182,6.606084113977818,"Shikoku, Honshu"
1965-0055,1965,storm,Japan,JPN,Shiga,Shiga,Kansai,Honshu,otsu-shi,Shiga,Shiga,,35.21763711,136.1382324,1965-0055,1965-0055-JPN,Storm,Tropical cyclone,1965.0,1965.0,1960.0,60.0,730.0,,,730.0,730.0,,4037235.784136182,True,4037235.784136182,6.606084113977818,"Shikoku, Honshu"
1965-0055,1965,storm,Japan,JPN,Shizuoka,Shizuoka,Chubu,Honshu,Shizuoka-shi,Honshu,Shizuoka,,34.92114009,138.4052614,1965-0055,1965-0055-JPN,Storm,Tropical cyclone,1965.0,1965.0,1960.0,60.0,730.0,,,730.0,730.0,,4037235.784136182,True,4037235.784136182,6.606084113977818,"Shikoku, Honshu"
1965-0055,1965,storm,Japan,JPN,Tochigi,Tochigi,Kanto,Honshu,Utsunomiya-shi,Tochigi,Tochigi,,36.69030812,139.8191975,1965-0055,1965-0055-JPN,Storm,Tropical cyclone,1965.0,1965.0,1960.0,60.0,730.0,,,730.0,730.0,,4037235.784136182,True,4037235.784136182,6.606084113977818,"Shikoku, Honshu"
1965-0055,1965,storm,Japan,JPN,Tokushima,Tokushima,Shikoku,Shikoku,Tokushima-shi,Shikoku,Tokushima,,33.91892997,134.2409976,1965-0055,1965-0055-JPN,Storm,Tropical cyclone,1965.0,1965.0,1960.0,60.0,730.0,,,730.0,730.0,,4037235.784136182,True,4037235.784136182,6.606084113977818,"Shikoku, Honshu"
1965-0055,1965,storm,Japan,JPN,Tottori,Tottori,Chugoku,Honshu,Tottori-shi,Honshu,Tottori,,35.35952638,133.8651396,1965-0055,1965-0055-JPN,Storm,Tropical cyclone,1965.0,1965.0,1960.0,60.0,730.0,,,730.0,730.0,,4037235.784136182,True,4037235.784136182,6.606084113977818,"Shikoku, Honshu"
1965-0055,1965,storm,Japan,JPN,Toyama,Toyama,Chubu,Honshu,Toyama-shi,Honshu,Toyama,,36.63785294,137.2698289,1965-0055,1965-0055-JPN,Storm,Tropical cyclone,1965.0,1965.0,1960.0,60.0,730.0,,,730.0,730.0,,4037235.784136182,True,4037235.784136182,6.606084113977818,"Shikoku, Honshu"
1965-0055,1965,storm,Japan,JPN,Yamagata,Yamagata,Tohoku,Honshu,Yamagata-shi,Yamagata,Yamagata,,38.44787123,140.1016345,1965-0055,1965-0055-JPN,Storm,Tropical cyclone,1965.0,1965.0,1960.0,60.0,730.0,,,730.0,730.0,,4037235.784136182,True,4037235.784136182,6.606084113977818,"Shikoku, Honshu"
1965-0055,1965,storm,Japan,JPN,Yamaguchi,Yamaguchi,Chugoku,Honshu,Yamaguchi-shi,Yamaguchi,Yamaguchi,,34.20231962,131.5725496,1965-0055,1965-0055-JPN,Storm,Tropical cyclone,1965.0,1965.0,1960.0,60.0,730.0,,,730.0,730.0,,4037235.784136182,True,4037235.784136182,6.606084113977818,"Shikoku, Honshu"
1965-0055,1965,storm,Japan,JPN,Yamanashi,Yamanashi,Chubu,Honshu,Kofu-shi,Honshu,Yamanashi,,35.61187909,138.6119949,1965-0055,1965-0055-JPN,Storm,Tropical cyclone,1965.0,1965.0,1960.0,60.0,730.0,,,730.0,730.0,,4037235.784136182,True,4037235.784136182,6.606084113977818,"Shikoku, Honshu"
1966-0052,1966,storm,Japan,JPN,Aichi,Aichi,Chubu,Honshu,Nagoya-shi,Aichi,Aichi,,35.034637,137.2139891,1966-0052,1966-0052-JPN,Storm,Tropical cyclone,1966.0,1966.0,1960.0,44.0,80.0,,,80.0,80.0,,442436.79826149944,True,442436.79826149944,5.645851240849305,Honshu
1966-0052,1966,storm,Japan,JPN,Akita,Akita,Tohoku,Honshu,Akita-shi,Akita,Akita,,39.74813497,140.4078158,1966-0052,1966-0052-JPN,Storm,Tropical cyclone,1966.0,1966.0,1960.0,44.0,80.0,,,80.0,80.0,,442436.79826149944,True,442436.79826149944,5.645851240849305,Honshu
1966-0052,1966,storm,Japan,JPN,Aomori,Aomori,Tohoku,Honshu,Aomori-shi,Honshu,Aomori,,40.78369335,140.8295531,1966-0052,1966-0052-JPN,Storm,Tropical cyclone,1966.0,1966.0,1960.0,44.0,80.0,,,80.0,80.0,,442436.79826149944,True,442436.79826149944,5.645851240849305,Honshu
1966-0052,1966,storm,Japan,JPN,Chiba,Chiba,Kanto,Honshu,Chiba-shi,Chiba,Chiba,,35.51037345,140.1992438,1966-0052,1966-0052-JPN,Storm,Tropical cyclone,1966.0,1966.0,1960.0,44.0,80.0,,,80.0,80.0,,442436.79826149944,True,442436.79826149944,5.645851240849305,Honshu
1966-0052,1966,storm,Japan,JPN,Fukui,Fukui,Chubu,Honshu,Fukui-shi,Fukui,Fukui,,35.84601935,136.2236906,1966-0052,1966-0052-JPN,Storm,Tropical cyclone,1966.0,1966.0,1960.0,44.0,80.0,,,80.0,80.0,,442436.79826149944,True,442436.79826149944,5.645851240849305,Honshu
1966-0052,1966,storm,Japan,JPN,Gifu,Gifu,Chubu,Honshu,Gifu-shi,Honshu,Gifu,,35.77957986,137.0558252,1966-0052,1966-0052-JPN,Storm,Tropical cyclone,1966.0,1966.0,1960.0,44.0,80.0,,,80.0,80.0,,442436.79826149944,True,442436.79826149944,5.645851240849305,Honshu
1966-0052,1966,storm,Japan,JPN,Gunma,Gunma,Kanto,Honshu,Maebashi-shi,Gunma,Gunma,,36.50413546,138.9849477,1966-0052,1966-0052-JPN,Storm,Tropical cyclone,1966.0,1966.0,1960.0,44.0,80.0,,,80.0,80.0,,442436.79826149944,True,442436.79826149944,5.645851240849305,Honshu
1966-0052,1966,storm,Japan,JPN,Hiroshima,Hiroshima,Chugoku,Honshu,Hiroshima-shi,Honshu,Hiroshima,,34.60714608,132.7891401,1966-0052,1966-0052-JPN,Storm,Tropical cyclone,1966.0,1966.0,1960.0,44.0,80.0,,,80.0,80.0,,442436.79826149944,True,442436.79826149944,5.645851240849305,Honshu
1966-0052,1966,storm,Japan,JPN,Hyogo,Hyogo,Kansai,Honshu,Kobe-shi,Honshu,Hyogo,,35.04016741,134.8281039,1966-0052,1966-0052-JPN,Storm,Tropical cyclone,1966.0,1966.0,1960.0,44.0,80.0,,,80.0,80.0,,442436.79826149944,True,442436.79826149944,5.645851240849305,Honshu
1966-0052,1966,storm,Japan,JPN,Ibaraki,Ibaraki,Kanto,Honshu,Mito-shi,Honshu,Ibaraki,,36.30496862,140.32148,1966-0052,1966-0052-JPN,Storm,Tropical cyclone,1966.0,1966.0,1960.0,44.0,80.0,,,80.0,80.0,,442436.79826149944,True,442436.79826149944,5.645851240849305,Honshu
1966-0052,1966,storm,Japan,JPN,Ishikawa,Ishikawa,Chubu,Honshu,Kanazawa-shi,Honshu,Ishikawa,,36.76865008,136.7700187,1966-0052,1966-0052-JPN,Storm,Tropical cyclone,1966.0,1966.0,1960.0,44.0,80.0,,,80.0,80.0,,442436.79826149944,True,442436.79826149944,5.645851240849305,Honshu
1966-0052,1966,storm,Japan,JPN,Iwate,Iwate,Tohoku,Honshu,Morioka-shi,Honshu,Iwate,,39.59372366,141.3612107,1966-0052,1966-0052-JPN,Storm,Tropical cyclone,1966.0,1966.0,1960.0,44.0,80.0,,,80.0,80.0,,442436.79826149944,True,442436.79826149944,5.645851240849305,Honshu
1966-0052,1966,storm,Japan,JPN,Kanagawa,Kanagawa,Kanto,Honshu,Yokohama-shi,Kanagawa,Kanagawa,,35.41334278,139.3360646,1966-0052,1966-0052-JPN,Storm,Tropical cyclone,1966.0,1966.0,1960.0,44.0,80.0,,,80.0,80.0,,442436.79826149944,True,442436.79826149944,5.645851240849305,Honshu
1966-0052,1966,storm,Japan,JPN,Kyoto,Kyoto,Kansai,Honshu,Kyoto-shi,Honshu,Kyoto,,35.25443838,135.4419032,1966-0052,1966-0052-JPN,Storm,Tropical cyclone,1966.0,1966.0,1960.0,44.0,80.0,,,80.0,80.0,,442436.79826149944,True,442436.79826149944,5.645851240849305,Honshu
1966-0052,1966,storm,Japan,JPN,Mie,Mie,Kansai,Honshu,Tsu-shi,Honshu,Mie,,34.50852184,136.375217,1966-0052,1966-0052-JPN,Storm,Tropical cyclone,1966.0,1966.0,1960.0,44.0,80.0,,,80.0,80.0,,442436.79826149944,True,442436.79826149944,5.645851240849305,Honshu
1966-0052,1966,storm,Japan,JPN,Miyagi,Miyagi,Tohoku,Honshu,Sendai-shi,Honshu,Miyagi,,38.44659069,140.9261804,1966-0052,1966-0052-JPN,Storm,Tropical cyclone,1966.0,1966.0,1960.0,44.0,80.0,,,80.0,80.0,,442436.79826149944,True,442436.79826149944,5.645851240849305,Honshu
1966-0052,1966,storm,Japan,JPN,Nagano,Nagano,Chubu,Honshu,Nagano-shi,Honshu,Nagano,,36.13138656,138.0456173,1966-0052,1966-0052-JPN,Storm,Tropical cyclone,1966.0,1966.0,1960.0,44.0,80.0,,,80.0,80.0,,442436.79826149944,True,442436.79826149944,5.645851240849305,Honshu
1966-0052,1966,storm,Japan,JPN,Nara,Nara,Kansai,Honshu,Nara-shi,Nara,Nara,,34.31780384,135.8717335,1966-0052,1966-0052-JPN,Storm,Tropical cyclone,1966.0,1966.0,1960.0,44.0,80.0,,,80.0,80.0,,442436.79826149944,True,442436.79826149944,5.645851240849305,Honshu
1966-0052,1966,storm,Japan,JPN,Osaka,Osaka,Kansai,Honshu,osaka-shi,Osaka,Osaka,,34.62161449,135.5082161,1966-0052,1966-0052-JPN,Storm,Tropical cyclone,1966.0,1966.0,1960.0,44.0,80.0,,,80.0,80.0,,442436.79826149944,True,442436.79826149944,5.645851240849305,Honshu
1966-0052,1966,storm,Japan,JPN,Saitama,Saitama,Kanto,Honshu,Saitama-shi,Honshu,Saitama,,35.99757593,139.3488579,1966-0052,1966-0052-JPN,Storm,Tropical cyclone,1966.0,1966.0,1960.0,44.0,80.0,,,80.0,80.0,,442436.79826149944,True,442436.79826149944,5.645851240849305,Honshu
1966-0052,1966,storm,Japan,JPN,Shiga,Shiga,Kansai,Honshu,otsu-shi,Shiga,Shiga,,35.21763711,136.1382324,1966-0052,1966-0052-JPN,Storm,Tropical cyclone,1966.0,1966.0,1960.0,44.0,80.0,,,80.0,80.0,,442436.79826149944,True,442436.79826149944,5.645851240849305,Honshu
1966-0052,1966,storm,Japan,JPN,Shizuoka,Shizuoka,Chubu,Honshu,Shizuoka-shi,Honshu,Shizuoka,,34.92114009,138.4052614,1966-0052,1966-0052-JPN,Storm,Tropical cyclone,1966.0,1966.0,1960.0,44.0,80.0,,,80.0,80.0,,442436.79826149944,True,442436.79826149944,5.645851240849305,Honshu
1966-0052,1966,storm,Japan,JPN,Tochigi,Tochigi,Kanto,Honshu,Utsunomiya-shi,Tochigi,Tochigi,,36.69030812,139.8191975,1966-0052,1966-0052-JPN,Storm,Tropical cyclone,1966.0,1966.0,1960.0,44.0,80.0,,,80.0,80.0,,442436.79826149944,True,442436.79826149944,5.645851240849305,Honshu
1966-0052,1966,storm,Japan,JPN,Tottori,Tottori,Chugoku,Honshu,Tottori-shi,Honshu,Tottori,,35.35952638,133.8651396,1966-0052,1966-0052-JPN,Storm,Tropical cyclone,1966.0,1966.0,1960.0,44.0,80.0,,,80.0,80.0,,442436.79826149944,True,442436.79826149944,5.645851240849305,Honshu
1966-0052,1966,storm,Japan,JPN,Toyama,Toyama,Chubu,Honshu,Toyama-shi,Honshu,Toyama,,36.63785294,137.2698289,1966-0052,1966-0052-JPN,Storm,Tropical cyclone,1966.0,1966.0,1960.0,44.0,80.0,,,80.0,80.0,,442436.79826149944,True,442436.79826149944,5.645851240849305,Honshu
1966-0052,1966,storm,Japan,JPN,Yamagata,Yamagata,Tohoku,Honshu,Yamagata-shi,Yamagata,Yamagata,,38.44787123,140.1016345,1966-0052,1966-0052-JPN,Storm,Tropical cyclone,1966.0,1966.0,1960.0,44.0,80.0,,,80.0,80.0,,442436.79826149944,True,442436.79826149944,5.645851240849305,Honshu
1966-0052,1966,storm,Japan,JPN,Yamaguchi,Yamaguchi,Chugoku,Honshu,Yamaguchi-shi,Yamaguchi,Yamaguchi,,34.20231962,131.5725496,1966-0052,1966-0052-JPN,Storm,Tropical cyclone,1966.0,1966.0,1960.0,44.0,80.0,,,80.0,80.0,,442436.79826149944,True,442436.79826149944,5.645851240849305,Honshu
1966-0052,1966,storm,Japan,JPN,Yamanashi,Yamanashi,Chubu,Honshu,Kofu-shi,Honshu,Yamanashi,,35.61187909,138.6119949,1966-0052,1966-0052-JPN,Storm,Tropical cyclone,1966.0,1966.0,1960.0,44.0,80.0,,,80.0,80.0,,442436.79826149944,True,442436.79826149944,5.645851240849305,Honshu
1967-0054,1967,flood,Japan,JPN,Yamagata,Yamagata,Tohoku,Honshu,Yamagata-shi,Yamagata,Yamagata,,38.44787123,140.1016345,1967-0054,1967-0054-JPN,Flood,Flood (General),1967.0,1967.0,1960.0,142.0,34.0,117.0,,151.0,151.0,,40943114.60266522,True,40943114.60266522,7.6121808770001635,"Niigata, Yamagata"
1968-0050,1968,earthquake,Japan,JPN,Aomori,Aomori,Tohoku,Honshu,Aomori-shi,Aomori Prefecture,Aomori,,40.78369335,140.8295531,1968-0050,1968-0050-JPN,Earthquake,Ground movement,1968.0,1968.0,1960.0,47.0,281.0,2500.0,,2781.0,2781.0,1181406000.0,1181406000.0,False,1181406000.0,9.072399172176302,Aomori Prefecture - Hokkaido
1968-0058,1968,storm,Japan,JPN,Fukuoka,Fukuoka,Kyushu,Kyushu,Fukuoka-shi,Fukoka,Fukuoka,,33.52695438,130.6661745,1968-0058,1968-0058-JPN,Storm,Tropical cyclone,1968.0,1968.0,1960.0,22.0,,,,,22.0,,121670.11952191235,True,121670.11952191235,5.085183934679568,"Kyushu, Shikoku"
1968-0058,1968,storm,Japan,JPN,Kagawa,Kagawa,Shikoku,Shikoku,Takamatsu-shi,Kagawa,Kagawa,,34.21708716,133.9686006,1968-0058,1968-0058-JPN,Storm,Tropical cyclone,1968.0,1968.0,1960.0,22.0,,,,,22.0,,121670.11952191235,True,121670.11952191235,5.085183934679568,"Kyushu, Shikoku"
1968-0058,1968,storm,Japan,JPN,Kumamoto,Kumamoto,Kyushu,Kyushu,Kumamoto-shi,Kyushu,Kumamoto,,32.60979484,130.7467241,1968-0058,1968-0058-JPN,Storm,Tropical cyclone,1968.0,1968.0,1960.0,22.0,,,,,22.0,,121670.11952191235,True,121670.11952191235,5.085183934679568,"Kyushu, Shikoku"
1968-0058,1968,storm,Japan,JPN,Miyazaki,Miyazaki,Kyushu,Kyushu,Miyazaki-shi,Miyazaki,Miyazaki,,32.19518344,131.2998935,1968-0058,1968-0058-JPN,Storm,Tropical cyclone,1968.0,1968.0,1960.0,22.0,,,,,22.0,,121670.11952191235,True,121670.11952191235,5.085183934679568,"Kyushu, Shikoku"
1968-0058,1968,storm,Japan,JPN,Oita,Oita,Kyushu,Kyushu,oita-shi,Oita,Oita,,33.20168214,131.4319994,1968-0058,1968-0058-JPN,Storm,Tropical cyclone,1968.0,1968.0,1960.0,22.0,,,,,22.0,,121670.11952191235,True,121670.11952191235,5.085183934679568,"Kyushu, Shikoku"
1968-0058,1968,storm,Japan,JPN,Saga,Saga,Kyushu,Kyushu,Saga-shi,Saga,Saga,,33.28772919,130.1176017,1968-0058,1968-0058-JPN,Storm,Tropical cyclone,1968.0,1968.0,1960.0,22.0,,,,,22.0,,121670.11952191235,True,121670.11952191235,5.085183934679568,"Kyushu, Shikoku"
1968-0058,1968,storm,Japan,JPN,Tokushima,Tokushima,Shikoku,Shikoku,Tokushima-shi,Shikoku,Tokushima,,33.91892997,134.2409976,1968-0058,1968-0058-JPN,Storm,Tropical cyclone,1968.0,1968.0,1960.0,22.0,,,,,22.0,,121670.11952191235,True,121670.11952191235,5.085183934679568,"Kyushu, Shikoku"
1969-0075,1969,storm,Japan,JPN,Fukuoka,Fukuoka,Kyushu,Kyushu,Fukuoka-shi,Kyushu Island,Fukuoka,,33.52695438,130.6661745,1969-0075,1969-0075-JPN,Storm,Storm (General),1969.0,1969.0,1960.0,72.0,,,,,72.0,,398193.1184353495,True,398193.1184353495,5.6000937502886305,Kyushu Island
1969-0075,1969,storm,Japan,JPN,Kumamoto,Kumamoto,Kyushu,Kyushu,Kumamoto-shi,Kyushu Island,Kumamoto,,32.60979484,130.7467241,1969-0075,1969-0075-JPN,Storm,Storm (General),1969.0,1969.0,1960.0,72.0,,,,,72.0,,398193.1184353495,True,398193.1184353495,5.6000937502886305,Kyushu Island
1969-0075,1969,storm,Japan,JPN,Miyazaki,Miyazaki,Kyushu,Kyushu,Miyazaki-shi,Miyazaki,Miyazaki,,32.19518344,131.2998935,1969-0075,1969-0075-JPN,Storm,Storm (General),1969.0,1969.0,1960.0,72.0,,,,,72.0,,398193.1184353495,True,398193.1184353495,5.6000937502886305,Kyushu Island
1969-0075,1969,storm,Japan,JPN,Oita,Oita,Kyushu,Kyushu,oita-shi,Oita,Oita,,33.20168214,131.4319994,1969-0075,1969-0075-JPN,Storm,Storm (General),1969.0,1969.0,1960.0,72.0,,,,,72.0,,398193.1184353495,True,398193.1184353495,5.6000937502886305,Kyushu Island
1969-0075,1969,storm,Japan,JPN,Saga,Saga,Kyushu,Kyushu,Saga-shi,Saga,Saga,,33.28772919,130.1176017,1969-0075,1969-0075-JPN,Storm,Storm (General),1969.0,1969.0,1960.0,72.0,,,,,72.0,,398193.1184353495,True,398193.1184353495,5.6000937502886305,Kyushu Island
1971-0047,1971,storm,Japan,JPN,Fukuoka,Fukuoka,Kyushu,Kyushu,Fukuoka-shi,Kyushu Island,Fukuoka,,33.52695438,130.6661745,1971-0047,1971-0047-JPN,Storm,Tropical cyclone,1971.0,1971.0,1970.0,135.0,,,,,135.0,,2270750142.857143,True,2270750142.857143,9.3561693501827,Kyushu Island
1971-0047,1971,storm,Japan,JPN,Kumamoto,Kumamoto,Kyushu,Kyushu,Kumamoto-shi,Kyushu Island,Kumamoto,,32.60979484,130.7467241,1971-0047,1971-0047-JPN,Storm,Tropical cyclone,1971.0,1971.0,1970.0,135.0,,,,,135.0,,2270750142.857143,True,2270750142.857143,9.3561693501827,Kyushu Island
1971-0047,1971,storm,Japan,JPN,Miyazaki,Miyazaki,Kyushu,Kyushu,Miyazaki-shi,Miyazaki,Miyazaki,,32.19518344,131.2998935,1971-0047,1971-0047-JPN,Storm,Tropical cyclone,1971.0,1971.0,1970.0,135.0,,,,,135.0,,2270750142.857143,True,2270750142.857143,9.3561693501827,Kyushu Island
1971-0047,1971,storm,Japan,JPN,Oita,Oita,Kyushu,Kyushu,oita-shi,Oita,Oita,,33.20168214,131.4319994,1971-0047,1971-0047-JPN,Storm,Tropical cyclone,1971.0,1971.0,1970.0,135.0,,,,,135.0,,2270750142.857143,True,2270750142.857143,9.3561693501827,Kyushu Island
1971-0047,1971,storm,Japan,JPN,Saga,Saga,Kyushu,Kyushu,Saga-shi,Saga,Saga,,33.28772919,130.1176017,1971-0047,1971-0047-JPN,Storm,Tropical cyclone,1971.0,1971.0,1970.0,135.0,,,,,135.0,,2270750142.857143,True,2270750142.857143,9.3561693501827,Kyushu Island
1972-0053,1972,storm,Japan,JPN,Aichi,Aichi,Chubu,Honshu,Nagoya-shi,Aichi,Aichi,,35.034637,137.2139891,1972-0053,1972-0053-JPN,Storm,Tropical cyclone,1972.0,1972.0,1970.0,50.0,,,,,50.0,,841018571.4285715,True,841018571.4285715,8.924805586023712,Honshu
1972-0053,1972,storm,Japan,JPN,Akita,Akita,Tohoku,Honshu,Akita-shi,Akita,Akita,,39.74813497,140.4078158,1972-0053,1972-0053-JPN,Storm,Tropical cyclone,1972.0,1972.0,1970.0,50.0,,,,,50.0,,841018571.4285715,True,841018571.4285715,8.924805586023712,Honshu
1972-0053,1972,storm,Japan,JPN,Aomori,Aomori,Tohoku,Honshu,Aomori-shi,Honshu,Aomori,,40.78369335,140.8295531,1972-0053,1972-0053-JPN,Storm,Tropical cyclone,1972.0,1972.0,1970.0,50.0,,,,,50.0,,841018571.4285715,True,841018571.4285715,8.924805586023712,Honshu
1972-0053,1972,storm,Japan,JPN,Chiba,Chiba,Kanto,Honshu,Chiba-shi,Chiba,Chiba,,35.51037345,140.1992438,1972-0053,1972-0053-JPN,Storm,Tropical cyclone,1972.0,1972.0,1970.0,50.0,,,,,50.0,,841018571.4285715,True,841018571.4285715,8.924805586023712,Honshu
1972-0053,1972,storm,Japan,JPN,Fukui,Fukui,Chubu,Honshu,Fukui-shi,Fukui,Fukui,,35.84601935,136.2236906,1972-0053,1972-0053-JPN,Storm,Tropical cyclone,1972.0,1972.0,1970.0,50.0,,,,,50.0,,841018571.4285715,True,841018571.4285715,8.924805586023712,Honshu
1972-0053,1972,storm,Japan,JPN,Gifu,Gifu,Chubu,Honshu,Gifu-shi,Honshu,Gifu,,35.77957986,137.0558252,1972-0053,1972-0053-JPN,Storm,Tropical cyclone,1972.0,1972.0,1970.0,50.0,,,,,50.0,,841018571.4285715,True,841018571.4285715,8.924805586023712,Honshu
1972-0053,1972,storm,Japan,JPN,Gunma,Gunma,Kanto,Honshu,Maebashi-shi,Gunma,Gunma,,36.50413546,138.9849477,1972-0053,1972-0053-JPN,Storm,Tropical cyclone,1972.0,1972.0,1970.0,50.0,,,,,50.0,,841018571.4285715,True,841018571.4285715,8.924805586023712,Honshu
1972-0053,1972,storm,Japan,JPN,Hiroshima,Hiroshima,Chugoku,Honshu,Hiroshima-shi,Honshu,Hiroshima,,34.60714608,132.7891401,1972-0053,1972-0053-JPN,Storm,Tropical cyclone,1972.0,1972.0,1970.0,50.0,,,,,50.0,,841018571.4285715,True,841018571.4285715,8.924805586023712,Honshu
1972-0053,1972,storm,Japan,JPN,Hyogo,Hyogo,Kansai,Honshu,Kobe-shi,Honshu,Hyogo,,35.04016741,134.8281039,1972-0053,1972-0053-JPN,Storm,Tropical cyclone,1972.0,1972.0,1970.0,50.0,,,,,50.0,,841018571.4285715,True,841018571.4285715,8.924805586023712,Honshu
1972-0053,1972,storm,Japan,JPN,Ibaraki,Ibaraki,Kanto,Honshu,Mito-shi,Honshu,Ibaraki,,36.30496862,140.32148,1972-0053,1972-0053-JPN,Storm,Tropical cyclone,1972.0,1972.0,1970.0,50.0,,,,,50.0,,841018571.4285715,True,841018571.4285715,8.924805586023712,Honshu
1972-0053,1972,storm,Japan,JPN,Ishikawa,Ishikawa,Chubu,Honshu,Kanazawa-shi,Honshu,Ishikawa,,36.76865008,136.7700187,1972-0053,1972-0053-JPN,Storm,Tropical cyclone,1972.0,1972.0,1970.0,50.0,,,,,50.0,,841018571.4285715,True,841018571.4285715,8.924805586023712,Honshu
1972-0053,1972,storm,Japan,JPN,Iwate,Iwate,Tohoku,Honshu,Morioka-shi,Honshu,Iwate,,39.59372366,141.3612107,1972-0053,1972-0053-JPN,Storm,Tropical cyclone,1972.0,1972.0,1970.0,50.0,,,,,50.0,,841018571.4285715,True,841018571.4285715,8.924805586023712,Honshu
1972-0053,1972,storm,Japan,JPN,Kanagawa,Kanagawa,Kanto,Honshu,Yokohama-shi,Kanagawa,Kanagawa,,35.41334278,139.3360646,1972-0053,1972-0053-JPN,Storm,Tropical cyclone,1972.0,1972.0,1970.0,50.0,,,,,50.0,,841018571.4285715,True,841018571.4285715,8.924805586023712,Honshu
1972-0053,1972,storm,Japan,JPN,Kyoto,Kyoto,Kansai,Honshu,Kyoto-shi,Honshu,Kyoto,,35.25443838,135.4419032,1972-0053,1972-0053-JPN,Storm,Tropical cyclone,1972.0,1972.0,1970.0,50.0,,,,,50.0,,841018571.4285715,True,841018571.4285715,8.924805586023712,Honshu
1972-0053,1972,storm,Japan,JPN,Mie,Mie,Kansai,Honshu,Tsu-shi,Honshu,Mie,,34.50852184,136.375217,1972-0053,1972-0053-JPN,Storm,Tropical cyclone,1972.0,1972.0,1970.0,50.0,,,,,50.0,,841018571.4285715,True,841018571.4285715,8.924805586023712,Honshu
1972-0053,1972,storm,Japan,JPN,Miyagi,Miyagi,Tohoku,Honshu,Sendai-shi,Honshu,Miyagi,,38.44659069,140.9261804,1972-0053,1972-0053-JPN,Storm,Tropical cyclone,1972.0,1972.0,1970.0,50.0,,,,,50.0,,841018571.4285715,True,841018571.4285715,8.924805586023712,Honshu
1972-0053,1972,storm,Japan,JPN,Nagano,Nagano,Chubu,Honshu,Nagano-shi,Honshu,Nagano,,36.13138656,138.0456173,1972-0053,1972-0053-JPN,Storm,Tropical cyclone,1972.0,1972.0,1970.0,50.0,,,,,50.0,,841018571.4285715,True,841018571.4285715,8.924805586023712,Honshu
1972-0053,1972,storm,Japan,JPN,Nara,Nara,Kansai,Honshu,Nara-shi,Nara,Nara,,34.31780384,135.8717335,1972-0053,1972-0053-JPN,Storm,Tropical cyclone,1972.0,1972.0,1970.0,50.0,,,,,50.0,,841018571.4285715,True,841018571.4285715,8.924805586023712,Honshu
